Fraction,Biomass_rate_h-1,Max_growth_h-1
0.0,0.0,89.91298702606164
0.1,8.991298702606164,89.91298702606166
0.2,17.982597405212328,89.91298702606166
0.3,26.973896107818494,89.91298702606164
0.4,35.965194810424656,89.91298702606166
0.5,44.95649351303082,89.91298702606164
0.6,53.94779221563699,89.91298702606164
0.7,62.939090918243146,89.91298702606164
0.8,71.93038962084931,89.91298702606166
0.9,80.92168832345548,89.91298702606166
