Fraction,Growth_rate,N2_rate_mmol_gDW_h
0.0,0.0,142.85714285714283
0.1,8.991298702606164,138.33937724934023
0.2,17.982597405212328,133.8216116415383
0.3,26.973896107818494,129.30384603373486
0.4,35.965194810424656,124.78608042593261
0.5,44.95649351303082,120.26831481812853
0.6,53.94779221563699,115.75054921032562
0.7,62.939090918243146,111.23278360252377
0.8,71.93038962084931,106.7150179947206
0.9,80.92168832345548,102.19725238691808
