Environment,Fraction,Growth_rate,N2_rate_mmol_gDW_h
Bulk soil,0.0,0.0,0.0
Bulk soil,0.1,0.1621384192830072,0.0
Bulk soil,0.2,0.3242768385660144,0.0
Bulk soil,0.3,0.4864152578490216,0.0
Bulk soil,0.4,0.6485536771320288,0.0
Bulk soil,0.5,0.810692096415036,0.0
Bulk soil,0.6,0.9728305156980432,0.0
Bulk soil,0.7,1.1349689349810503,0.0
Bulk soil,0.8,1.2971073542640577,0.0
Bulk soil,0.9,1.459245773547065,0.0
