current_id,name,formula,compartment,charge,suggested_new_id
cpd15680_c0,"1,2-diisopentadecanoyl-sn-glycerol 3-phosphate",C33H64O8P,c0,-1,
cpd00034_e0,Zn2+,Zn,e0,2,
cpd16067_c0,CDPdiacylglycerol (Saureus),X,c0,0,
cpd15310_c0,"1,2-Diacyl-sn-glycerol dihexadec-9-enoyl",C35H64O5,c0,0,
cpd00655_c0,Dephospho-CoA,C21H33N7O13P2S,c0,-2,
cpd15328_c0,1-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H40O7P,c0,-1,
cpd00054_c0,L-Serine,C3H7NO3,c0,0,
cpd03052_c0,Imidazole acetaldehyde,C5H6N2O,c0,0,
cpd04097_e0,Pb,Pb,e0,2,
cpd02993_c0,Lipid IV(A),C68H126N2O23P2,c0,-4,
cpd00626_c0,dTDPglucose,C16H24N2O16P2,c0,-2,
cpd02211_c0,L-2-Amino-acetoacetate,C4H7NO3,c0,0,
cpd10515_c0,Fe+2,Fe,c0,2,
cpd00393_c0,Folate,C19H17N7O6,c0,-2,
cpd03128_c0,Decanoyl-CoA,C31H50N7O17P3S,c0,-4,
cpd11484_c0,HMA,C25H47N2O9PRS,c0,-1,
cpd11553_c0,6-methyl-heptanoyl-ACP,C19H35N2O8PRS,c0,-1,
cpd00027_e0,D-Glucose,C6H12O6,e0,0,
cpd00076_e0,Sucrose,C12H22O11,e0,0,
cpd01307_e0,D-Lyxitol,C5H12O5,e0,0,
cpd00251_c0,ADPribose,C15H21N5O14P2,c0,-2,
cpd00145_c0,Hydroxypyruvate,C3H3O4,c0,-1,
cpd00084_c0,L-Cysteine,C3H7NO2S,c0,0,
cpd11522_c0,5-methyl-3-hydroxy-hexanoyl-ACP,C18H33N2O9PRS,c0,-1,
cpd01734_c0,"D-Galactono-1,5-lactone",C6H10O6,c0,0,
cpd11501_c0,6-methyl-3-hydroxy-octanoyl-ACP,C20H37N2O9PRS,c0,-1,
cpd01476_c0,Protoporphyrin,C34H32N4O4,c0,-2,
cpd02893_c0,5'-Phosphoribosyl-4-carboxy-5-aminoimidazole,C9H12N3O9P,c0,-2,
cpd15797_c0,Isopentadecanoylcardiolipin (B. subtilis),C69H132O17P2,c0,-2,
cpd11467_c0,(2E)-Tetradecenoyl-[acp],C25H45N2O8PRS,c0,-2,
cpd12689_c0,3-Oxotetradecanoyl-CoA,C35H56N7O18P3S,c0,-4,
cpd00873_c0,Nicotinate ribonucleotide,C11H12NO9P,c0,-2,
cpd01078_c0,Selenide,HSe,c0,-1,
cpd01973_c0,4-Guanidinobutanamide,C5H13N4O,c0,1,
cpd00922_c0,delta1-Piperideine-2-carboxylate,C6H9NO2,c0,0,
cpd01161_c0,D-Fuconate,C6H11O6,c0,-1,
cpd12225_c0,Dihydrolipolprotein,C8H16NORS2,c0,0,
cpd00064_e0,Ornithine,C5H13N2O2,e0,1,
cpd00264_e0,Spermidine,C7H22N3,e0,3,
cpd15534_c0,phosphatidylethanolamine dioctadec-11-enoyl,C41H78NO8P,c0,0,
cpd12227_c0,L-Glutamyl-tRNA-Glu,C25H34N6O19P2R2,c0,-2,
cpd11593_e0,ala-L-asp-L,C7H11N2O5,e0,-1,
cpd11517_c0,14-methyl-3-hydroxy-hexa-decanoyl-ACP,C28H53N2O9PRS,c0,-1,
cpd02597_c0,cis-2-Methylaconitate,C7H5O6,c0,-3,
cpd00023_e0,L-Glutamate,C5H8NO4,e0,-1,
cpd00722_c0,O-Acetyl-L-serine,C5H9NO4,c0,0,
cpd08288_c0,2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol,C14H22N3O17P3,c0,-4,
cpd03414_c0,UroporphyrinogenI,C40H36N4O16,c0,-8,
cpd00379_c0,Glutarate,C5H6O4,c0,-2,
cpd11507_c0,8-methyl-decanoyl-ACP,C22H41N2O8PRS,c0,-1,
cpd00029_e0,Acetate,C2H3O2,e0,-1,
cpd00438_c0,Deoxyadenosine,C10H13N5O3,c0,0,
cpd01242_c0,Thyminose,C5H10O4,c0,0,
cpd00461_c0,Oxopent-4-enoate,C5H5O3,c0,-1,
cpd02691_c0,2-methyl-3-hydroxy-butyryl-CoA,C26H40N7O18P3S,c0,-4,
cpd02930_c0,Lipid X,C34H64NO12P,c0,-2,
cpd02843_c0,D-erythro-imidazol-glycerol-phosphate,C6H9N2O6P,c0,-2,
cpd02693_c0,3-Isopropylmalate,C7H10O5,c0,-2,
cpd01665_c0,D-O-Phosphoserine,C3H6NO6P,c0,-2,
cpd11580_e0,Gly-Gln,C7H13N3O4,e0,0,
cpd00347_c0,5-10-Methenyltetrahydrofolate,C20H20N7O6,c0,-1,
cpd00222_e0,GLCN,C6H11O7,e0,-1,
cpd00011_c0,CO2,CO2,c0,0,
cpd02720_c0,5-Amino-6--5-phosphoribitylaminouracil,C9H15N4O9P,c0,-2,
cpd15307_c0,"1,2-Diacyl-sn-glycerol ditetradecanoyl",C31H60O5,c0,0,
cpd00443_c0,ABEE,C7H6NO2,c0,-1,
cpd03915_c0,Cob(I)yrinate diamide,C45H56CoN6O12,c0,-5,
cpd00249_c0,Uridine,C9H12N2O6,c0,0,
cpd00073_e0,Urea,CH4N2O,e0,0,
cpd15533_c0,phosphatidylethanolamine dioctadecanoyl,C41H82NO8P,c0,0,
cpd11830_c0,S-Aminomethyldihydrolipoylprotein,C9H20N2ORS2,c0,1,
cpd01630_c0,"cis,cis-Muconate",C6H4O4,c0,-2,
cpd15484_c0,heptosyl-heptosyl-kdo2-lipidA,C124H220N2O51P2,c0,-6,
cpd11589_e0,gly-asp-L,C6H9N2O5,e0,-1,
cpd00058_c0,Cu2+,Cu,c0,2,
cpd00063_c0,Ca2+,Ca,c0,2,
cpd03518_c0,Formamidopyrimidine nucleoside triphosphate,C10H14N5O15P3,c0,-4,
cpd03496_c0,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C95H154N9O27P2,c0,-3,
cpd02656_c0,6-7-Dimethyl-8--1-D-ribityllumazine,C13H17N4O6,c0,-1,
cpd00134_c0,Palmitoyl-CoA,C37H62N7O17P3S,c0,-4,
cpd01293_c0,5-Oxoproline,C5H6NO3,c0,-1,
cpd11559_c0,10-methyl-3-hydroxy-undecanoyl-ACP,C23H43N2O9PRS,c0,-1,
cpd03706_c0,UppppU,C18H22N4O23P4,c0,-4,
cpd08928_c0,L-Threonine phosphate,C4H8NO6P,c0,-2,
cpd15683_c0,"CDP-1,2-diisoheptadecanoylglycerol",C46H83N3O15P2,c0,-2,
cpd15690_c0,Dianteisoheptadecanoylphosphatidylserine,C40H76NO10P,c0,-2,
cpd15327_c0,1-hexadecanoyl-sn-glycerol 3-phosphate,C19H38O7P,c0,-1,
cpd11566_c0,14-methyl-3-oxo-pentadecanoyl-ACP,C27H49N2O9PRS,c0,-1,
cpd15721_c0,Diisohexadecanoylphosphatidylglycerophosphate,C38H74O13P2,c0,-2,
cpd00477_c0,N-Acetyl-L-glutamate,C7H9NO5,c0,-2,
cpd01270_c0,FMNH2,C17H21N4O9P,c0,-2,
cpd00644_c0,PAN,C9H16NO5,c0,-1,
cpd00863_c0,beta-D-Glucose 6-phosphate,C6H11O9P,c0,-2,
cpd15358_c0,2-octadecanoyl-sn-glycerol 3-phosphate,C21H42O7P,c0,-1,
cpd00166_c0,Calomide,C72H100CoN18O17P,c0,0,
cpd00051_e0,L-Arginine,C6H15N4O2,e0,1,
cpd11526_c0,7-methyl-3-hydroxy-octanoyl-ACP,C20H37N2O9PRS,c0,-1,
cpd15793_c0,Stearoylcardiolipin (B. subtilis),C81H156O17P2,c0,-2,
cpd17042_c0,DNA replication,X,c0,0,
cpd00481_c0,Isobutyryl-CoA,C25H38N7O17P3S,c0,-4,
cpd11430_c0,fa1,C14H27O2,c0,-1,
cpd00095_c0,Glycerone-phosphate,C3H5O6P,c0,-2,
cpd08615_c0,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate,C5H10O8P2,c0,-2,
cpd03487_c0,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C94H153N8O26P2,c0,-3,
cpd02730_c0,3-Deoxy-D-manno-octulosonate8-phosphate,C8H12O11P,c0,-3,
cpd02113_c0,dTDP-rhamnose,C16H24N2O15P2,c0,-2,
cpd00523_c0,Trehalose 6-phosphate,C12H21O14P,c0,-2,
cpd11421_c0,trdrd,C10H15N4O4R4S2,c0,1,
cpd03585_c0,KDO-lipid IV(A),C76H137N2O30P2,c0,-5,
cpd00242_c0,H2CO3,CHO3,c0,-1,
cpd03189_c0,3-Carboxy-1-hydroxypropyl-ThPP,C16H22N4O10P2S,c0,-2,
cpd01155_c0,Cadaverine,C5H16N2,c0,2,
cpd11535_c0,11-methyl-trans-dodec-2-enoyl-ACP,C24H43N2O8PRS,c0,-1,
cpd00742_c0,Allophanate,C2H3N2O3,c0,-1,
cpd03584_c0,UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine,C29H50N3O18P2,c0,-1,
cpd00110_c0,Cytochrome c2+,C42H42FeN8O8R4S2,c0,-2,
cpd03913_c0,Hydrogenobyrinate diamide,C45H60N6O12,c0,-2,
cpd00352_c0,delta1-Piperideine-6-L-carboxylate,C6H8NO2,c0,-1,
cpd00637_c0,D-Methionine,C5H11NO2S,c0,0,
cpd04920_c0,D-Glycero-D-manno-heptose1-phosphate,C7H13O10P,c0,-2,
cpd01329_e0,Maltohexaose,C36H62O31,e0,0,
cpd11474_c0,Decanoyl-ACP,C21H40N2O8PRS,c0,-2,
cpd11571_c0,3-Hydroxyoctodecanoyl-ACP,C29H55N2O9PRS,c0,-1,
cpd00031_c0,GDP,C10H13N5O11P2,c0,-2,
cpd00079_c0,D-glucose-6-phosphate,C6H11O9P,c0,-2,
cpd00782_c0,Pimeloyl-CoA,C28H41N7O19P3S,c0,-5,
cpd15531_c0,phosphatidylethanolamine dihexadecanoyl,C37H74NO8P,c0,0,
cpd00216_c0,Chorismate,C10H8O6,c0,-2,
cpd00254_e0,Mg,Mg,e0,2,
cpd00139_e0,Glycolate,C2H3O3,e0,-1,
cpd00978_c0,dUDP,C9H12N2O11P2,c0,-2,
cpd00750_e0,D-Fucose,C6H12O5,e0,0,
cpd00075_c0,Nitrite,HNO2,c0,0,
cpd11551_c0,6-methyl-3-hydroxy-heptanoyl-ACP,C19H35N2O9PRS,c0,-1,
cpd00072_e0,D-fructose-6-phosphate,C6H11O9P,e0,-2,
cpd00117_e0,D-Alanine,C3H7NO2,e0,0,
cpd00246_e0,Inosine,C10H12N4O5,e0,0,
cpd00475_c0,Ribose 1-phosphate,C5H9O8P,c0,-2,
cpd00035_e0,L-Alanine,C3H7NO2,e0,0,
cpd00132_e0,L-Asparagine,C4H8N2O3,e0,0,
