current_id,name,formula,compartment,charge,suggested_new_id
cpd11567_c0,14-methyl-3-hydroxy-pentadecanoyl-ACP,C27H51N2O9PRS,c0,-1,
cpd11505_c0,8-methyl-3-hydroxy-decanoyl-ACP,C22H41N2O9PRS,c0,-1,
cpd11466_c0,Myristoyl-ACP,C25H48N2O8PRS,c0,-2,
cpd15681_c0,"1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate",C33H64O8P,c0,-1,
cpd00068_c0,ITP,C10H12N4O14P3,c0,-3,
cpd02140_c0,AIR,C8H13N3O7P,c0,-1,
cpd00281_c0,GABA,C4H9NO2,c0,0,
cpd15540_c0,Phosphatidylglycerol dioctadecanoyl,C42H82O10P,c0,-1,
cpd00919_c0,Homocitrate,C7H7O7,c0,-3,
cpd02522_c0,2-Aminoadipate 6-semialdehyde,C6H11NO3,c0,0,
cpd00449_c0,Dihydrolipoamide,C8H17NOS2,c0,0,
cpd01777_c0,Phosphoribosyl-AMP,C15H19N5O14P2,c0,-4,
cpd15239_c0,Hexadecenoyl-ACP,C27H49N2O8PRS,c0,-1,
cpd00028_c0,Heme,C34H30FeN4O4,c0,-2,
cpd11576_c0,L-methionine R-oxide,C5H11NO3S,c0,0,
cpd00202_c0,DMAPP,C5H10O7P2,c0,-2,
cpd00151_c0,Thymine,C5H6N2O2,c0,0,
cpd11491_c0,3-oxotetradecanoyl-acp,C25H46N2O9PRS,c0,-2,
cpd15604_c0,Gly-Leu,C8H16N2O3,c0,0,
cpd00111_c0,Oxidized glutathione,C20H30N6O12S2,c0,-2,
cpd15674_c0,1-isopentadecanoyl-sn-glycerol 3-phosphate,C18H36O7P,c0,-1,
cpd00094_c0,2-Oxobutyrate,C4H5O3,c0,-1,
cpd00004_c0,NADH,C21H27N7O14P2,c0,-2,
cpd00053_c0,L-Glutamine,C5H10N2O3,c0,0,
cpd00650_c0,Crotonyl-CoA,C25H36N7O17P3S,c0,-4,
cpd00287_c0,3-Oxo-2-methylpropanoate,C4H5O3,c0,-1,
cpd00334_c0,L-Lactaldehyde,C3H6O2,c0,0,
cpd03492_c0,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C94H155N9O25P2,c0,-2,
cpd02851_c0,AICAR,C9H13N4O8P,c0,-2,
cpd00843_c0,Tartronate semialdehyde,C3H3O4,c0,-1,
cpd11432_c0,fa11coa,C38H65N7O17P3S,c0,-3,
cpd01651_c0,L-3-Cyanoalanine,C4H6N2O2,c0,0,
cpd02375_c0,Adenylosuccinate,C14H14N5O11P,c0,-4,
cpd01982_c0,5-Phosphoribosylamine,C5H11NO7P,c0,-1,
cpd00199_c0,4-Oxobutanoate,C4H5O3,c0,-1,
cpd00635_e0,Cbl,C62H88CoN13O14P,e0,-1,
cpd03123_c0,3-Oxohexanoyl-CoA,C27H40N7O18P3S,c0,-4,
cpd00308_c0,Malonate,C3H2O4,c0,-2,
cpd00069_e0,L-Tyrosine,C9H11NO3,e0,0,
cpd00750_c0,D-Fucose,C6H12O5,c0,0,
cpd02498_c0,"2,3-Dihydroxy-isovalerate",C5H9O4,c0,-1,
cpd00689_c0,Porphobilinogen,C10H13N2O4,c0,-1,
cpd00485_c0,D-Mannose1-phosphate,C6H11O9P,c0,-2,
cpd00654_c0,Deoxycytidine,C9H13N3O4,c0,0,
cpd02338_c0,"UDP-D-galacto-1,4-furanose",C15H22N2O17P2,c0,-2,
cpd00408_c0,Pantoate,C6H11O4,c0,-1,
cpd01977_c0,4-Phospho-L-aspartate,C4H6NO7P,c0,-2,
cpd00946_c0,Undecaprenyl diphospho N-acetyl-glucosamine,C63H103NO12P2,c0,-2,
cpd00043_c0,UDP-galactose,C15H22N2O17P2,c0,-2,
cpd11494_c0,Acetyl-ACP,C13H24N2O8PRS,c0,-2,
cpd00141_c0,Propionate,C3H5O2,c0,-1,
cpd15689_c0,Diisoheptadecanoylphosphatidylserine,C40H76NO10P,c0,-2,
cpd02605_c0,2-isopropyl-3-oxosuccinate,C7H8O5,c0,-2,
cpd00868_c0,p-hydroxyphenylpyruvate,C9H7O4,c0,-1,
cpd00113_c0,Isopentenyldiphosphate,C5H10O7P2,c0,-2,
cpd11469_c0,(2E)-Dodecenoyl-[acp],C23H41N2O8PRS,c0,-2,
cpd08316_c0,D-Glycero-D-manno-heptose1-7-bisphosphate,C7H12O13P2,c0,-4,
cpd00434_c0,4-Aminobutanal,C4H10NO,c0,1,
cpd02724_c0,N-Succinyl-L-2-amino-6-oxopimelate,C11H12NO8,c0,-3,
cpd15311_c0,"1,2-Diacyl-sn-glycerol dioctadecanoyl",C39H76O5,c0,0,
cpd15545_c0,Phosphatidylglycerophosphate dihexadecanoyl,C38H74O13P2,c0,-2,
cpd15322_c0,1-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl,C22H42O9P,c0,-1,
cpd00876_c0,3-Hydroxyisobutyrate,C4H7O3,c0,-1,
cpd11425_c0,2dmmq7,C20H22O2,c0,0,
cpd00149_e0,Co2+,Co,e0,2,
cpd00147_c0,5-Methylthioadenosine,C11H15N5O3S,c0,0,
cpd00908_c0,Glycerophosphoethanolamine,C5H14NO6P,c0,0,
cpd11586_e0,ala-L-glu-L,C8H13N2O5,e0,-1,
cpd15696_c0,Dianteisoheptadecanoylphosphatidylethanolamine,C39H78NO8P,c0,0,
cpd03918_c0,Adenosyl cobinamide,C58H84CoN16O11,c0,1,
cpd01217_c0,Xanthosine,C10H12N4O6,c0,0,
cpd11416_c0,Biomass,X,c0,0,
cpd11490_c0,3-oxooctanoyl-acp,C19H34N2O9PRS,c0,-2,
cpd08301_c0,2-C-methyl-D-erythritol2-4-cyclodiphosphate,C5H10O9P2,c0,-2,
cpd33909_c0,"1,4-galactarolactone",C6H7O7,c0,-1,
cpd00797_c0,(R)-3-Hydroxybutanoate,C4H7O3,c0,-1,
cpd15678_c0,"1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate",C37H72O8P,c0,-1,
cpd15525_c0,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H64O8P,c0,-1,
cpd00290_c0,"D-fructose-1,6-bisphosphate",C6H10O12P2,c0,-4,
cpd15546_c0,Phosphatidylglycerophosphate dihexadec-9-enoyl,C38H70O13P2,c0,-2,
cpd15692_c0,Diisopentadecanoylphosphatidylserine,C36H68NO10P,c0,-2,
cpd15340_c0,2-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl,C21H42NO7P,c0,0,
cpd02016_c0,N-Ribosylnicotinamide,C11H15N2O5,c0,1,
cpd00067_c0,H+,H,c0,1,
cpd15321_c0,1-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl,C22H44O9P,c0,-1,
cpd01015_c0,Cyanate,CNO,c0,-1,
cpd15701_c0,"1,2-Diisoheptadecanoyl-sn-glycerol",C37H72O5,c0,0,
cpd00764_c0,7-8-Diaminononanoate,C9H21N2O2,c0,1,
cpd08211_c0,"trans,trans,cis-Geranylgeranyl diphosphate",C20H34O7P2,c0,-2,
cpd15324_c0,1-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl,C24H46O9P,c0,-1,
cpd15705_c0,"1,2-Dianteisopentadecanoyl-sn-glycerol",C33H64O5,c0,0,
cpd03914_c0,Cob(II)yrinate diamide,C45H56CoN6O12,c0,-4,
cpd11560_c0,10-methyl-trans-undec-2-enoyl-ACP,C23H41N2O8PRS,c0,-1,
cpd00218_c0,Niacin,C6H4NO2,c0,-1,
cpd00327_c0,strcoa,C39H66N7O17P3S,c0,-4,
cpd11520_c0,isovaleryl-ACP,C16H29N2O8PRS,c0,-2,
cpd04122_c0,Aminoacetaldehyde,C2H6NO,c0,1,
cpd00060_e0,L-Methionine,C5H11NO2S,e0,0,
cpd15719_c0,Diisopentadecanoylphosphatidylglycerophosphate,C36H70O13P2,c0,-2,
cpd01101_c0,Carbamate,CH2NO2,c0,-1,
cpd02625_c0,3-Hydroxy-L-1-pyrroline-5-carboxylate,C5H6NO3,c0,-1,
cpd00286_c0,Undecaprenylphosphate,C55H89O4P,c0,-2,
cpd15298_c0,tetradecenoate,C14H25O2,c0,-1,
cpd03416_c0,CoproporphyrinogenI,C36H40N4O8,c0,-4,
cpd11527_c0,7-methyl-trans-oct-2-enoyl-ACP,C20H35N2O8PRS,c0,-1,
cpd03126_c0,(2E)-Hexadecenoyl-CoA,C37H60N7O17P3S,c0,-4,
cpd02862_c0,UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),C40H62N9O26P2,c0,-3,
cpd15548_c0,Phosphatidylglycerophosphate dioctadec-11-enoyl,C42H78O13P2,c0,-2,
cpd00036_c0,Succinate,C4H4O4,c0,-2,
cpd01401_c0,Vitamin K1,C31H46O2,c0,0,
cpd00121_c0,L-Inositol,C6H12O6,c0,0,
cpd00030_c0,Mn2+,Mn,c0,2,
cpd00169_c0,3-Phosphoglycerate,C3H4O7P,c0,-3,
cpd00900_c0,GDP-4-dehydro-D-rhamnose,C16H21N5O15P2,c0,-2,
cpd15537_c0,Phosphatidylglycerol ditetradec-7-enoyl,C34H62O10P,c0,-1,
cpd11434_c0,fa12coa,C38H65N7O17P3S,c0,-3,
cpd15795_c0,Anteisoheptadecanoylcardiolipin (B. subtilis),C77H148O17P2,c0,-2,
cpd11531_c0,9-methyl-trans-dec-2-enoyl-ACP,C22H39N2O8PRS,c0,-1,
cpd00342_c0,N-Acetylornithine,C7H14N2O3,c0,0,
cpd00078_c0,Succinyl-CoA,C25H35N7O19P3S,c0,-5,
cpd00152_c0,Agmatine,C5H16N4,c0,2,
cpd00034_c0,Zn2+,Zn,c0,2,
cpd15530_c0,phosphatidylethanolamine ditetradec-7-enoyl,C33H62NO8P,c0,0,
cpd15294_c0,Tetradecenoyl-ACP,C25H45N2O8PRS,c0,-1,
cpd00522_c0,dTDP-4-oxo-L-rhamnose,C16H22N2O15P2,c0,-2,
D_Fucono_σ_lactone_c0,D_Fucono_σ_lactone_c0,X,c0,0,
cpd00010_c0,CoA,C21H32N7O16P3S,c0,-4,
cpd00239_c0,H2S,HS,c0,-1,
cpd15686_c0,"CDP-1,2-diisopentadecanoylglycerol",C42H75N3O15P2,c0,-2,
cpd11482_c0,(R)-3-Hydroxydecanoyl-[acyl-carrier protein],C21H40N2O9PRS,c0,-2,
cpd00211_e0,Butyrate,C4H7O2,e0,-1,
cpd15363_c0,2-tetradecanoyl-sn-glycerol 3-phosphate,C17H34O7P,c0,-1,
cpd11590_e0,met-L-ala-L,C8H15N2O3S,e0,-1,
cpd00506_c0,gamma-Glutamylcysteine,C8H13N2O5S,c0,-1,
cpd00002_c0,ATP,C10H13N5O13P3,c0,-3,
cpd01092_c0,Allantoin,C4H6N4O3,c0,0,
cpd00156_e0,L-Valine,C5H11NO2,e0,0,
cpd15528_c0,phosphatidylethanolamine didodecanoyl,C29H58NO8P,c0,0,
cpd00040_c0,Glyoxalate,C2HO3,c0,-1,
cpd11504_c0,8-methyl-3-oxo-decanoyl-ACP,C22H39N2O9PRS,c0,-1,
cpd03491_c0,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C94H153N8O26P2,c0,-3,
cpd00760_c0,2-Methylbutyryl-CoA,C26H40N7O17P3S,c0,-4,
cpd03130_c0,(2E)-Octenoyl-CoA,C29H44N7O17P3S,c0,-4,
cpd15682_c0,"1,2-diisohexadecanoyl-sn-glycerol 3-phosphate",C35H68O8P,c0,-1,
cpd11468_c0,Dodecanoyl-ACP,C23H44N2O8PRS,c0,-2,
cpd11435_c0,fa1coa,C35H59N7O17P3S,c0,-3,
cpd00180_c0,Oxalate,C2O4,c0,-2,
cpd11581_e0,gly-asn-L,C6H11N3O4,e0,0,
cpd02097_c0,L-Glutamyl 5-phosphate,C5H8NO7P,c0,-2,
cpd11433_c0,fa12,C17H33O2,c0,-1,
cpd00159_e0,L-Lactate,C3H5O3,e0,-1,
cpd00071_c0,Acetaldehyde,C2H4O,c0,0,
cpd00276_e0,GLUM,C6H14NO5,e0,1,
cpd15716_c0,Diisoheptadecanoylphosphatidylglycerophosphate,C40H78O13P2,c0,-2,
cpd00858_c0,L-Glutamate5-semialdehyde,C5H9NO3,c0,0,
cpd15343_c0,2-Acyl-sn-glycero-3-phosphoglycerol dodecanoyl,C18H36O9P,c0,-1,
cpd15543_c0,Phosphatidylglycerophosphate ditetradecanoyl,C34H66O13P2,c0,-2,
cpd04539_c0,2-Amino-3-oxo-4-phosphonooxybutyrate,C4H6NO7P,c0,-2,
cpd02555_c0,Tetrahydropteroyltri-L-glutamate,C29H33N9O12,c0,-4,
cpd00247_c0,Orotate,C5H3N2O4,c0,-1,
cpd00521_c0,dTDP-4-oxo-6-deoxy-D-glucose,C16H22N2O15P2,c0,-2,
cpd15477_c0,glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,C169H291N2O94P4,c0,-11,
cpd00293_c0,N-Acetyl-D-glucosamine 6-phosphate,C8H14NO9P,c0,-2,
cpd03119_c0,3-Oxodecanoyl-CoA,C31H48N7O18P3S,c0,-4,
cpd11561_c0,10-methyl-undecanoyl-ACP,C23H43N2O8PRS,c0,-1,
cpd00009_e0,Phosphate,HO4P,e0,-2,
cpd11554_c0,8-methyl-3-oxo-nonanoyl-ACP,C21H37N2O9PRS,c0,-1,
cpd11508_c0,10-methyl-3-oxo-dodecanoyl-ACP,C24H43N2O9PRS,c0,-1,
cpd00800_c0,8-Amino-7-oxononanoate,C9H17NO3,c0,0,
cpd00109_c0,Cytochrome c3+,C42H42FeN8O8R4S2,c0,-1,
cpd02574_c0,methylthioribose-1-phosphate,C6H11O7PS,c0,-2,
cpd00007_c0,O2,O2,c0,0,
cpd03049_c0,2-Hydroxyethyl-ThPP,C14H21N4O8P2S,c0,-1,
cpd01307_c0,D-Lyxitol,C5H12O5,c0,0,
cpd01831_c0,4-Imidazoleacetate,C5H5N2O2,c0,-1,
cpd02826_c0,5'-Phosphoribosylformylglycinamidine,C8H15N3O8P,c0,-1,
cpd15495_c0,Maltopentaose,C30H52O26,c0,0,
cpd00013_c0,NH3,H4N,c0,1,
cpd15420_c0,"CDP-1,2-dioctadec-11-enoylglycerol",C48H83N3O15P2,c0,-2,
cpd15522_c0,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H60O8P,c0,-1,
cpd01747_c0,Indole-3-acetamide,C10H10N2O,c0,0,
cpd03666_c0,"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine",C9H14N5O14P3,c0,-4,
cpd00090_c0,IDP,C10H12N4O11P2,c0,-2,
cpd11550_c0,6-methyl-3-oxo-heptanoyl-ACP,C19H33N2O9PRS,c0,-1,
cpd00594_c0,Gulonate,C6H11O7,c0,-1,
cpd02611_c0,N-Acetyl-D-glucosamine1-phosphate,C8H14NO9P,c0,-2,
cpd00060_c0,L-Methionine,C5H11NO2S,c0,0,
cpd00164_c0,Glucuronate,C6H9O7,c0,-1,
cpd00206_c0,dCMP,C9H12N3O7P,c0,-2,
cpd11568_c0,14-methyl-trans-pentadec-2-enoyl-ACP,C27H49N2O8PRS,c0,-1,
cpd00226_e0,HYXN,C5H4N4O,e0,0,
cpd00184_c0,Thymidine,C10H14N2O5,c0,0,
cpd02964_c0,UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate,C35H51N7O26P2,c0,-4,
cpd00106_e0,Fumarate,C4H2O4,e0,-2,
cpd11470_c0,Octanoyl-ACP,C19H36N2O8PRS,c0,-2,
cpd15723_c0,Dianteisoheptadecanoylphosphatidylglycerol,C40H78O10P,c0,-1,
cpd15350_c0,2-dodecanoyl-sn-glycerol 3-phosphate,C15H30O7P,c0,-1,
cpd00699_c0,5-Dehydroquinate,C7H9O6,c0,-1,
cpd11509_c0,10-methyl-3-hydroxy-dodecanoyl-ACP,C24H45N2O9PRS,c0,-1,
cpd00630_c0,3-Oxoadipate,C6H6O5,c0,-2,
cpd00047_c0,Formate,CHO2,c0,-1,
cpd00013_e0,NH3,H4N,e0,1,
cpd00123_c0,3-Methyl-2-oxobutanoate,C5H7O3,c0,-1,
cpd12801_c0,Cardiolipin,C13H16O17P2R4,c0,-2,
cpd02201_c0,4-phosphopantothenate,C9H15NO8P,c0,-3,
cpd00954_c0,6-hydroxymethyl dihydropterin,C7H9N5O2,c0,0,
cpd15492_c0,kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C139H241N2O70P4,c0,-11,
cpd15791_c0,Palmitoylcardiolipin (B. subtilis),C73H140O17P2,c0,-2,
cpd29840_e0,Melibiose,X,e0,0,
cpd00306_c0,Xylitol,C5H12O5,c0,0,
cpd00119_e0,L-Histidine,C6H9N3O2,e0,0,
cpd15344_c0,2-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl,C20H40O9P,c0,-1,
cpd00386_e0,D-Malate,C4H4O5,e0,-2,
cpd15302_c0,glycogen(n-1),C24H42O21,c0,0,
cpd00137_c0,Citrate,C6H5O7,c0,-3,
cpd00096_c0,CDP,C9H13N3O11P2,c0,-2,
cpd00307_e0,Cytosine,C4H5N3O,e0,0,
cpd15717_c0,Dianteisoheptadecanoylphosphatidylglycerophosphate,C40H78O13P2,c0,-2,
cpd11465_c0,But-2-enoyl-[acyl-carrier protein],C15H25N2O8PRS,c0,-1,
cpd11652_c0,Phosphatidylglycerol,C8H12O10PR2,c0,-1,
cpd00120_c0,Butyryl-CoA,C25H38N7O17P3S,c0,-4,
cpd00507_c0,Glycerophosphocholine,C8H20NO6P,c0,0,
cpd15352_c0,2-Demethylmenaquinone 8,C50H70O2,c0,0,
cpd09410_c0,Demethylphylloquinone,C30H44O2,c0,0,
cpd02120_c0,Dihydrodipicolinate,C7H5NO4,c0,-2,
cpd03120_c0,(S)-Hydroxyoctanoyl-CoA,C29H46N7O18P3S,c0,-4,
cpd15268_c0,Octadecanoyl-ACP,C29H55N2O8PRS,c0,-2,
cpd15527_c0,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H72O8P,c0,-1,
cpd11539_c0,13-methyl-trans-tetra-dec-2-enoyl-ACP,C26H47N2O8PRS,c0,-1,
cpd11620_c0,Reducedferredoxin,Fe2R4S6,c0,4,
cpd11586_c0,ala-L-glu-L,C8H13N2O5,c0,-1,
cpd01914_e0,L-Methionine S-oxide,C5H11NO3S,e0,0,
cpd02431_c0,1-Pyrroline-5-carboxylate,C5H6NO2,c0,-1,
cpd11492_c0,Malonyl-acyl-carrierprotein-,C14H24N2O10PRS,c0,-2,
cpd00001_e0,H2O,H2O,e0,0,
cpd00107_e0,L-Leucine,C6H13NO2,e0,0,
cpd15347_c0,2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl,C22H42O9P,c0,-1,
cpd05262_c0,galacturonate,C6H9O7,c0,-1,
cpd00731_c0,Ala-Ala,C6H12N2O3,c0,0,
cpd02160_c0,N2-Succinyl-L-ornithine,C9H15N2O5,c0,-1,
cpd01966_c0,Dimethylacryloyl-CoA,C26H38N7O17P3S,c0,-4,
cpd00738_c0,phosphoserine,C3H6NO6P,c0,-2,
cpd15432_c0,core oligosaccharide lipid A,C176H303N2O100P4,c0,-11,
cpd15318_c0,1-Acyl-sn-glycero-3-phosphoglycerol dodecanoyl,C18H36O9P,c0,-1,
cpd26818_c0,D-Galactose,C6H12O6,c0,0,
cpd01414_c0,Tetrathionate,O6S4,c0,-2,
cpd00931_c0,5-Amino-6--5-phosphoribosylaminouracil,C9H13N4O9P,c0,-2,
cpd02552_c0,n-acetylglutamyl-phosphate,C7H9NO8P,c0,-3,
cpd08289_c0,1-deoxy-D-xylulose5-phosphate,C5H9O7P,c0,-2,
cpd02535_c0,"2,3-Dihydroxy-3-methylvalerate",C6H11O4,c0,-1,
cpd00762_c0,4-Guanidinobutanoate,C5H11N3O2,c0,0,
cpd00867_c0,Inositol 1-phosphate,C6H11O9P,c0,-2,
cpd03526_c0,N-Succinyl-L-glutamate 5-semialdehyde,C9H11NO6,c0,-2,
cpd03919_c0,Adenosyl cobinamide phosphate,C58H83CoN16O14P,c0,-1,
cpd00203_c0,"1,3-Bisphospho-D-glycerate",C3H4O10P2,c0,-4,
cpd00755_c0,Hydroxymethylbilane,C40H38N4O17,c0,-8,
cpd00137_e0,Citrate,C6H5O7,e0,-3,
cpd15684_c0,"CDP-1,2-dianteisoheptadecanoylglycerol",C46H83N3O15P2,c0,-2,
cpd02654_c0,4-Methyl-5--2-phosphoethyl-thiazole,C6H8NO4PS,c0,-2,
cpd15309_c0,"1,2-Diacyl-sn-glycerol dihexadecanoyl",C35H68O5,c0,0,
cpd11499_c0,4-methyl-hexanoyl-ACP,C18H33N2O8PRS,c0,-1,
cpd15695_c0,Diisoheptadecanoylphosphatidylethanolamine,C39H78NO8P,c0,0,
cpd00186_c0,D-Glutamate,C5H8NO4,c0,-1,
cpd03480_c0,2-Hydroxyphenylacetate,C8H7O3,c0,-1,
cpd02229_c0,Bactoprenyl diphosphate,C55H90O7P2,c0,-2,
cpd00221_c0,D-Lactate,C3H5O3,c0,-1,
cpd02791_c0,methylthioribulose-1-phosphate,C6H11O7PS,c0,-2,
cpd00136_c0,4-Hydroxybenzoate,C7H5O3,c0,-1,
cpd11516_c0,14-methyl-3-oxo-hexa-decanoyl-ACP,C28H51N2O9PRS,c0,-1,
cpd00233_c0,Tetrahydrobiopterin,C9H15N5O3,c0,0,
cpd00794_e0,TRHL,C12H22O11,e0,0,
cpd01335_c0,Octanoyl-CoA,C29H46N7O17P3S,c0,-4,
cpd11825_c0,Octadecenoyl-ACP,C29H53N2O8PRS,c0,-1,
cpd00150_c0,HCN,CHN,c0,0,
cpd00198_c0,D-Xylulose5-phosphate,C5H9O8P,c0,-2,
cpd01647_c0,2-Phenylacetamide,C8H9NO,c0,0,
cpd00029_c0,Acetate,C2H3O2,c0,-1,
cpd11514_c0,12-methyl-trans-tetra-dec-2-enoyl-ACP,C26H47N2O8PRS,c0,-1,
cpd00971_e0,Na+,Na,e0,1,
cpd01150_c0,Acrylamide,C3H5NO,c0,0,
cpd11533_c0,11-methyl-3-oxo-dodecanoyl-ACP,C24H43N2O9PRS,c0,-1,
cpd15720_c0,Dianteisopentadecanoylphosphatidylglycerophosphate,C36H70O13P2,c0,-2,
cpd00100_e0,Glycerol,C3H8O3,e0,0,
cpd32793_c0,"1,5-galactarolactone",C6H7O7,c0,-1,
cpd00037_c0,UDP-N-acetylglucosamine,C17H25N3O17P2,c0,-2,
cpd00281_e0,GABA,C4H9NO2,e0,0,
cpd10516_e0,Fe+3,Fe,e0,3,
cpd02678_c0,N-Formyl-GAR,C8H13N2O9P,c0,-2,
cpd15330_c0,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H32O7P,c0,-1,
cpd15671_c0,1-isoheptadecanoyl-sn-glycerol 3-phosphate,C20H40O7P,c0,-1,
cpd00155_c0,Glycogen,C30H51O26,c0,-1,
cpd15325_c0,1-dodecanoyl-sn-glycerol 3-phosphate,C15H29O7P,c0,-2,
cpd00062_c0,UTP,C9H12N2O15P3,c0,-3,
cpd15688_c0,"CDP-1,2-diisohexadecanoylglycerol",C44H79N3O15P2,c0,-2,
cpd15560_c0,Ubiquinone-8,C49H74O4,c0,0,
cpd00067_e0,H+,H,e0,1,
cpd00121_e0,L-Inositol,C6H12O6,e0,0,
cpd00085_c0,beta-Alanine,C3H7NO2,c0,0,
cpd00221_e0,D-Lactate,C3H5O3,e0,-1,
cpd16083_c0,Phosphatidylethanolamine (Saureus),X,c0,0,
cpd00388_c0,Allantoate,C4H7N4O4,c0,-1,
cpd15494_c0,Maltoheptaose,C42H72O36,c0,0,
cpd00540_c0,BET,C5H11NO2,c0,0,
cpd15700_c0,Diisohexadecanoylphosphatidylethanolamine,C37H74NO8P,c0,0,
cpd15691_c0,Diisotetradecanoylphosphatidylserine,C34H64NO10P,c0,-2,
cpd02143_e0,"D-Galactono-1,4-lactone",C6H10O6,e0,0,
cpd00795_e0,(R)-2-Hydroxyglutarate,C5H6O5,e0,-2,
cpd00288_c0,D-Glucosamine phosphate,C6H13NO8P,c0,-1,
cpd00971_c0,Na+,Na,c0,1,
cpd11534_c0,11-methyl-3-hydroxy-dodecanoyl-ACP,C24H45N2O9PRS,c0,-1,
cpd15346_c0,2-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl,C22H44O9P,c0,-1,
cpd03471_c0,Nicotinate D-ribonucleoside,C11H13NO6,c0,0,
cpd15418_c0,"CDP-1,2-dihexadec-9-enoylglycerol",C44H75N3O15P2,c0,-2,
cpd02295_c0,1-4-Dihydroxy-2-naphthoate,C11H7O4,c0,-1,
cpd00297_c0,dTDP,C10H14N2O11P2,c0,-2,
cpd11525_c0,7-methyl-3-oxo-octanoyl-ACP,C20H35N2O9PRS,c0,-1,
cpd02775_c0,4-Amino-5-phosphomethyl-2-methylpyrimidine,C6H9N3O4P,c0,-1,
cpd18071_c0,Ethylnitronate,C2H4NO2,c0,-1,
cpd01242_e0,Thyminose,C5H10O4,e0,0,
cpd00957_c0,"2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone",C9H14N5O8P,c0,-2,
cpd15672_c0,1-anteisoheptadecanoyl-sn-glycerol 3-phosphate,C20H40O7P,c0,-1,
cpd00533_c0,dCDP,C9H13N3O10P2,c0,-2,
cpd00282_c0,S-Dihydroorotate,C5H5N2O4,c0,-1,
cpd02666_c0,(R)-4'-Phosphopantothenoyl-L-cysteine,C12H20N2O9PS,c0,-3,
cpd00042_c0,GSH,C10H16N3O6S,c0,-1,
cpd03727_c0,Ectoine,C6H10N2O2,c0,0,
cpd11587_c0,Ala-Gln,C8H15N3O4,c0,0,
cpd15331_c0,1-tetradecanoyl-sn-glycerol 3-phosphate,C17H33O7P,c0,-2,
cpd00763_c0,4-Maleylacetoacetate,C8H6O6,c0,-2,
cpd00355_c0,Nicotinamide ribonucleotide,C11H14N2O8P,c0,-1,
cpd11487_c0,3-oxodecanoyl-acp,C21H38N2O9PRS,c0,-2,
cpd11523_c0,5-methyl-trans-hex-2-enoyl-ACP,C18H31N2O8PRS,c0,-1,
cpd15792_c0,Myristoylcardiolipin (B. subtilis),C65H124O17P2,c0,-2,
cpd11225_c0,3-4-dihydroxy-2-butanone4-phosphate,C4H7O6P,c0,-2,
cpd00274_c0,Citrulline,C6H13N3O3,c0,0,
cpd15558_c0,phosphatidylserine dioctadec-11-enoyl,C42H76NO10P,c0,-2,
cpd02799_c0,Methylisocitrate,C7H7O7,c0,-3,
cpd11515_c0,12-methyl-tetra-decanoyl-ACP,C26H49N2O8PRS,c0,-2,
cpd00005_c0,NADPH,C21H26N7O17P3,c0,-4,
cpd00246_c0,Inosine,C10H12N4O5,c0,0,
cpd00956_c0,1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate,C12H13NO9P,c0,-3,
cpd00231_c0,Dihydrobiopterin,C9H13N5O3,c0,0,
cpd00423_c0,Vitamin B12r,C62H88CoN13O14P,c0,0,
cpd00939_e0,Toxopyrimidine,C6H10N3O,e0,1,
cpd00423_e0,Vitamin B12r,C62H88CoN13O14P,e0,0,
cpd00465_c0,Ureidoglycolate,C3H5N2O4,c0,-1,
cpd00126_c0,GMP,C10H12N5O8P,c0,-2,
cpd15718_c0,Diisotetradecanoylphosphatidylglycerophosphate,C34H66O13P2,c0,-2,
cpd00837_c0,S-Adenosylmethioninamine,C14H24N6O3S,c0,2,
cpd00048_c0,Sulfate,O4S,c0,-2,
