Fraction,Growth_rate,N2_rate_mmol_gDW_h
0.0,0.0,-1.426077923403117e-15
0.1,0.08109884016567764,-0.8376798141297692
0.2,0.1621976803313553,-1.675359628259528
0.3,0.24329652049703293,-2.5130394423892928
0.4,0.3243953606627106,-3.3507192565191297
0.5,0.4054942008283882,-4.18839907064901
0.6,0.48659304099406586,-5.0260788847787055
0.7,0.5676918811597434,-5.863758698908515
0.8,0.6487907213254211,-6.701438513038185
0.9,0.7298895614910988,-7.539118327167998
