Environment,Fraction,Growth_rate,N2_rate_mmol_gDW_h
Bulk soil,0.0,0.0,7.586557560000049
Bulk soil,0.1,0.7586557560000049,0.0
Bulk soil,0.2,1.5173115120000098,0.0
Bulk soil,0.3,2.2759672680000147,0.0
Bulk soil,0.4,3.0346230240000196,0.0
Bulk soil,0.5,3.7932787800000245,0.0
Bulk soil,0.6,4.551934536000029,0.0
Bulk soil,0.7,5.310590292000034,0.0
Bulk soil,0.8,6.069246048000039,0.0
Bulk soil,0.9,6.827901804000044,0.0
