gene_id	gene_name	n_reactions	reaction_ids
PST_1141	G_PST_1141	16	rxn10219;rxn10215;rxn10218;rxn08083;rxn10212;rxn08087;rxn10214;rxn10213;rxn08085;rxn10211;rxn10216;rxn08084;rxn08089;rxn08086;rxn10217;rxn08088
PST_2774	G_PST_2774	16	rxn10219;rxn10215;rxn10218;rxn08083;rxn10212;rxn08087;rxn10214;rxn10213;rxn08085;rxn10211;rxn10216;rxn08084;rxn08089;rxn08086;rxn10217;rxn08088
PST_1259	G_PST_1259	1	rxn02483
PST_0930	G_PST_0930	1	rxn02483
PST_2904	G_PST_2904	1	rxn02483
PST_0521	G_PST_0521	1	rxn00802
PST_4189	G_PST_4189	2	rxn03638;rxn00293
PST_0072	G_PST_0072	42	rxn08806;rxn08818;rxn08812;rxn08815;rxn08847;rxn08798;rxn08822;rxn08809;rxn08849;rxn08808;rxn08797;rxn08840;rxn08821;rxn08799;rxn08814;rxn08850;rxn08819;rxn08843;rxn08805;rxn08839;rxn08801;rxn08838;rxn08842;rxn08841;rxn08800;rxn08820;rxn08796;rxn08804;rxn08848;rxn08816;rxn08817;rxn08811;rxn08807;rxn08802;rxn08810;rxn08813;rxn08845;rxn08846;rxn08823;rxn08803;rxn08851;rxn08844
PST_0568	G_PST_0568	4	rxn00952;rxn05957;rxn06078;rxn05733
PST_1785	G_PST_1785	3	rxn00952;rxn05957;rxn06078
PST_1640	G_PST_1640	8	rxn10010;rxn00868;rxn10014;rxn10011;rxn10013;rxn05732;rxn02268;rxn10012
PST_0606	G_PST_0606	3	rxn02268;rxn01923;rxn00868
PST_1922	G_PST_1922	3	rxn02268;rxn01923;rxn00868
PST_1917	G_PST_1917	3	rxn02268;rxn01923;rxn00868
PST_0731	G_PST_0731	1	rxn01675
PST_0083	G_PST_0083	1	rxn01675
PST_1536	G_PST_1536	19	rxn12641;rxn12638;rxn12639;rxn12844;rxn12634;rxn12646;rxn12847;rxn12643;rxn12845;rxn12640;rxn12636;rxn12642;rxn12633;rxn00650;rxn12644;rxn12637;rxn12846;rxn12645;rxn12635
PST_3058	G_PST_3058	19	rxn12641;rxn12638;rxn12639;rxn12844;rxn12634;rxn12646;rxn12847;rxn12643;rxn12845;rxn12640;rxn12636;rxn12642;rxn12633;rxn00650;rxn12644;rxn12637;rxn12846;rxn12645;rxn12635
PST_2415	G_PST_2415	19	rxn12641;rxn12638;rxn12639;rxn12844;rxn12634;rxn12646;rxn12847;rxn12643;rxn12845;rxn12640;rxn12636;rxn12642;rxn12633;rxn00650;rxn12644;rxn12637;rxn12846;rxn12645;rxn12635
PST_2256	G_PST_2256	19	rxn05541;rxn05547;rxn05542;rxn05533;rxn12849;rxn05546;rxn05540;rxn05537;rxn12848;rxn12851;rxn05545;rxn12850;rxn05534;rxn05535;rxn05543;rxn05536;rxn05538;rxn05539;rxn05544
PST_2260	G_PST_2260	19	rxn05541;rxn05547;rxn05542;rxn05533;rxn12849;rxn05546;rxn05540;rxn05537;rxn12848;rxn12851;rxn05545;rxn12850;rxn05534;rxn05535;rxn05543;rxn05536;rxn05538;rxn05539;rxn05544
PST_1707	G_PST_1707	19	rxn05541;rxn05547;rxn05542;rxn05533;rxn12849;rxn05546;rxn05540;rxn05537;rxn12848;rxn12851;rxn05545;rxn12850;rxn05534;rxn05535;rxn05543;rxn05536;rxn05538;rxn05539;rxn05544
PST_2942	G_PST_2942	1	rxn10855
PST_1549	G_PST_1549	1	rxn06729
PST_2302	G_PST_2302	2	rxn00199;rxn01387
PST_2301	G_PST_2301	2	rxn00199;rxn01387
PST_3721	G_PST_3721	3	rxn05179;rxn05161;rxn05168
PST_2986	G_PST_2986	3	rxn05179;rxn05161;rxn05168
PST_2985	G_PST_2985	3	rxn05179;rxn05161;rxn05168
PST_3723	G_PST_3723	3	rxn05179;rxn05161;rxn05168
PST_0416	G_PST_0416	3	rxn05179;rxn05161;rxn05168
PST_0418	G_PST_0418	3	rxn05179;rxn05161;rxn05168
PST_3205	G_PST_3205	3	rxn05179;rxn05161;rxn05168
PST_3207	G_PST_3207	3	rxn05179;rxn05161;rxn05168
PST_0417	G_PST_0417	3	rxn05179;rxn05161;rxn05168
PST_2984	G_PST_2984	3	rxn05179;rxn05161;rxn05168
PST_3722	G_PST_3722	3	rxn05179;rxn05161;rxn05168
PST_3208	G_PST_3208	3	rxn05179;rxn05161;rxn05168
PST_2983	G_PST_2983	3	rxn05179;rxn05161;rxn05168
PST_3724	G_PST_3724	3	rxn05179;rxn05161;rxn05168
PST_3204	G_PST_3204	3	rxn05179;rxn05161;rxn05168
PST_0419	G_PST_0419	3	rxn05179;rxn05161;rxn05168
PST_1215	G_PST_1215	3	rxn05179;rxn05161;rxn05168
PST_2046	G_PST_2046	4	rxn01388;rxn03061;rxn00973;rxn00974
PST_3580	G_PST_3580	3	rxn05644;rxn05160;rxn05549
PST_1566	G_PST_1566	1	rxn03910
PST_2041	G_PST_2041	2	rxn05616;rxn10474
PST_0310	G_PST_0310	20	rxn02911;rxn03247;rxn02167;rxn03241;rxn01451;rxn01480;rxn02934;rxn04750;rxn03239;rxn06777;rxn03244;rxn03246;rxn03240;rxn03242;rxn02949;rxn03245;rxn03250;rxn02933;rxn02345;rxn03249
PST_1726	G_PST_1726	20	rxn02911;rxn03247;rxn02167;rxn03241;rxn01451;rxn01480;rxn02934;rxn04750;rxn03239;rxn06777;rxn03244;rxn03246;rxn03240;rxn03242;rxn02949;rxn03245;rxn03250;rxn02933;rxn02345;rxn03249
PST_0099	G_PST_0099	20	rxn02911;rxn03247;rxn02167;rxn03241;rxn01451;rxn01480;rxn02934;rxn04750;rxn03239;rxn06777;rxn03244;rxn03246;rxn03240;rxn03242;rxn02949;rxn03245;rxn03250;rxn02933;rxn02345;rxn03249
PST_2153	G_PST_2153	1	rxn01134
PST_0559	G_PST_0559	1	rxn02212
PST_2333	G_PST_2333	5	rxn00299;rxn03174;rxn00302;rxn03421;rxn03419
PST_1975	G_PST_1975	5	rxn00299;rxn03174;rxn00302;rxn03421;rxn03419
PST_2623	G_PST_2623	13	rxn05458;rxn05451;rxn05383;rxn05465;rxn05453;rxn05459;rxn05454;rxn05455;rxn05457;rxn05452;rxn05408;rxn05456;rxn05358
PST_0008	G_PST_0008	1	rxn02160
PST_0122	G_PST_0122	2	rxn00083;rxn10125
PST_2647	G_PST_2647	2	rxn00083;rxn10125
PST_0123	G_PST_0123	2	rxn00083;rxn10125
PST_0124	G_PST_0124	2	rxn00083;rxn10125
PST_0036	G_PST_0036	4	rxn05614;rxn05183;rxn05219;rxn05613
PST_0037	G_PST_0037	4	rxn05614;rxn05183;rxn05219;rxn05613
PST_2850	G_PST_2850	2	rxn11944;rxn03052
PST_1744	G_PST_1744	1	rxn09692
PST_4102	G_PST_4102	1	rxn09692
PST_0499	G_PST_0499	1	rxn09692
PST_3046	G_PST_3046	3	rxn00881;rxn00883;rxn00882
PST_1593	G_PST_1593	3	rxn00881;rxn00883;rxn00882
PST_2071	G_PST_2071	8	rxn01286;rxn02853;rxn05735;rxn05734;rxn01851;rxn00506;rxn01459;rxn00171
PST_0046	G_PST_0046	8	rxn01286;rxn02853;rxn05735;rxn05734;rxn01851;rxn00506;rxn01459;rxn00171
PST_3679	G_PST_3679	8	rxn01286;rxn02853;rxn05735;rxn05734;rxn01851;rxn00506;rxn01459;rxn00171
PST_0609	G_PST_0609	7	rxn05734;rxn01851;rxn00506;rxn01459;rxn01286;rxn02853;rxn05735
PST_3999	G_PST_3999	8	rxn01286;rxn02853;rxn05735;rxn05734;rxn01851;rxn00506;rxn01459;rxn00171
PST_2179	G_PST_2179	2	rxn01301;rxn01302
PST_1198	G_PST_1198	2	rxn01301;rxn01302
PST_2000	G_PST_2000	26	rxn05339;rxn05368;rxn05372;rxn05418;rxn05336;rxn05342;rxn05364;rxn05401;rxn05430;rxn05385;rxn05389;rxn05338;rxn05410;rxn05393;rxn05380;rxn05405;rxn05422;rxn05360;rxn05414;rxn05461;rxn05337;rxn05340;rxn05341;rxn05426;rxn05376;rxn05397
PST_3895	G_PST_3895	26	rxn05339;rxn05368;rxn05372;rxn05418;rxn05336;rxn05342;rxn05364;rxn05401;rxn05430;rxn05385;rxn05389;rxn05338;rxn05410;rxn05393;rxn05380;rxn05405;rxn05422;rxn05360;rxn05414;rxn05461;rxn05337;rxn05340;rxn05341;rxn05426;rxn05376;rxn05397
PST_3149	G_PST_3149	26	rxn05339;rxn05368;rxn05372;rxn05418;rxn05336;rxn05342;rxn05364;rxn05401;rxn05430;rxn05385;rxn05389;rxn05338;rxn05410;rxn05393;rxn05380;rxn05405;rxn05422;rxn05360;rxn05414;rxn05461;rxn05337;rxn05340;rxn05341;rxn05426;rxn05376;rxn05397
PST_0836	G_PST_0836	2	rxn03080;rxn00048
PST_1078	G_PST_1078	1	rxn03164
PST_0196	G_PST_0196	1	rxn05298
PST_0687	G_PST_0687	1	rxn05298
PST_2912	G_PST_2912	2	rxn05298;rxn05297
PST_0203	G_PST_0203	2	rxn02938;rxn05229
PST_0202	G_PST_0202	2	rxn02938;rxn05229
PST_1362	G_PST_1362	1	rxn01416
PST_3799	G_PST_3799	1	rxn01416
PST_0723	G_PST_0723	1	rxn01416
PST_0285	G_PST_0285	13	rxn10257;rxn10253;rxn08295;rxn08300;rxn10255;rxn08299;rxn08298;rxn10254;rxn10256;rxn08296;rxn08294;rxn10258;rxn08297
PST_0917	G_PST_0917	13	rxn10257;rxn10253;rxn08295;rxn08300;rxn10255;rxn08299;rxn08298;rxn10254;rxn10256;rxn08296;rxn08294;rxn10258;rxn08297
PST_3240	G_PST_3240	1	rxn00902
PST_3016	G_PST_3016	1	rxn00902
PST_2500	G_PST_2500	1	rxn03852
PST_1242	G_PST_1242	4	rxn02359;rxn00183;rxn09188;rxn00503
PST_3706	G_PST_3706	1	rxn03909
PST_0845	G_PST_0845	3	rxn05515;rxn10147;rxn05187
PST_0869	G_PST_0869	1	rxn00999
PST_2288	G_PST_2288	3	rxn02287;rxn02056;rxn02774
PST_1557	G_PST_1557	1	rxn00459
PST_0978	G_PST_0978	1	rxn00405
PST_0994	G_PST_0994	3	rxn00470;rxn00405;rxn00322
PST_0608	G_PST_0608	9	rxn03240;rxn02911;rxn03247;rxn02167;rxn02949;rxn03241;rxn03245;rxn03250;rxn02934
PST_2249	G_PST_2249	2	rxn02167;rxn02949
PST_1214	G_PST_1214	12	rxn03246;rxn03242;rxn02949;rxn02167;rxn01451;rxn02933;rxn02934;rxn04750;rxn03239;rxn06777;rxn03249;rxn03244
PST_1925	G_PST_1925	1	rxn02949
PST_3872	G_PST_3872	3	rxn01489;rxn05031;rxn02945
PST_3967	G_PST_3967	2	rxn00931;rxn00929
PST_0989	G_PST_0989	2	rxn01492;rxn02314
PST_2404	G_PST_2404	2	rxn01492;rxn02314
PST_1590	G_PST_1590	1	rxn01101
PST_1117	G_PST_1117	1	rxn01101
PST_2890	G_PST_2890	1	rxn00358
PST_1619	G_PST_1619	2	rxn05517;rxn05315
PST_1171	G_PST_1171	2	rxn05517;rxn05315
PST_3416	G_PST_3416	2	rxn05517;rxn05315
PST_3428	G_PST_3428	2	rxn05517;rxn05315
PST_4025	G_PST_4025	1	rxn05145
PST_2187	G_PST_2187	1	rxn05145
PST_4027	G_PST_4027	1	rxn05145
PST_4024	G_PST_4024	2	rxn05145;rxn00062
PST_4026	G_PST_4026	1	rxn05145
PST_1599	G_PST_1599	1	rxn05145
PST_1556	G_PST_1556	1	rxn02331
PST_2796	G_PST_2796	1	rxn02988
PST_2620	G_PST_2620	27	rxn05367;rxn05363;rxn05350;rxn05409;rxn05425;rxn05421;rxn05413;rxn05347;rxn05417;rxn05359;rxn05429;rxn05343;rxn05404;rxn05375;rxn05460;rxn05348;rxn05400;rxn05344;rxn05392;rxn05384;rxn05345;rxn05346;rxn05388;rxn05371;rxn05349;rxn05396;rxn05379
PST_2842	G_PST_2842	27	rxn05367;rxn05363;rxn05350;rxn05409;rxn05425;rxn05421;rxn05413;rxn05347;rxn05417;rxn05359;rxn05429;rxn05343;rxn05404;rxn05375;rxn05460;rxn05348;rxn05400;rxn05344;rxn05392;rxn05384;rxn05345;rxn05346;rxn05388;rxn05371;rxn05349;rxn05396;rxn05379
PST_4067	G_PST_4067	1	rxn04139
PST_3218	G_PST_3218	1	rxn00290
PST_3219	G_PST_3219	1	rxn00290
PST_0551	G_PST_0551	1	rxn10199
PST_3262	G_PST_3262	1	rxn10199
PST_0867	G_PST_0867	3	rxn01573;rxn01045;rxn00804
PST_2830	G_PST_2830	1	rxn02937
PST_1169	G_PST_1169	2	rxn00640;rxn00559
PST_2671	G_PST_2671	1	rxn00649
PST_2476	G_PST_2476	2	rxn00649;rxn05733
PST_1871	G_PST_1871	6	rxn00288;rxn10126;rxn10113;rxn08528;rxn09272;rxn10806
PST_1281	G_PST_1281	2	rxn10113;rxn10806
PST_1064	G_PST_1064	3	rxn06106;rxn10113;rxn10806
PST_1282	G_PST_1282	2	rxn10113;rxn10806
PST_1063	G_PST_1063	3	rxn06106;rxn10113;rxn10806
PST_1132	G_PST_1132	1	rxn05153
PST_0209	G_PST_0209	1	rxn05153
PST_0211	G_PST_0211	2	rxn05153;rxn05176
PST_0210	G_PST_0210	1	rxn05153
PST_0208	G_PST_0208	3	rxn00062;rxn05153;rxn05176
PST_1892	G_PST_1892	8	rxn05348;rxn05350;rxn05344;rxn05347;rxn05345;rxn05346;rxn05343;rxn05349
PST_0492	G_PST_0492	1	rxn01654
PST_1926	G_PST_1926	2	rxn00501;rxn00671
PST_0494	G_PST_0494	2	rxn00501;rxn00671
PST_3299	G_PST_3299	3	rxn00558;rxn01977;rxn02380
PST_2509	G_PST_2509	1	rxn01406
PST_2426	G_PST_2426	1	rxn01406
PST_0480	G_PST_0480	9	rxn10336;rxn10340;rxn10339;rxn10335;rxn10342;rxn10334;rxn10337;rxn10338;rxn10341
PST_1144	G_PST_1144	9	rxn10336;rxn10340;rxn10339;rxn10335;rxn10342;rxn10334;rxn10337;rxn10338;rxn10341
PST_0384	G_PST_0384	1	rxn10122
PST_2605	G_PST_2605	1	rxn10122
PST_4206	G_PST_4206	1	rxn10122
PST_0383	G_PST_0383	1	rxn10122
PST_3635	G_PST_3635	3	rxn08975;rxn10122;rxn08976
PST_4209	G_PST_4209	1	rxn10122
PST_1065	G_PST_1065	1	rxn06106
PST_1851	G_PST_1851	2	rxn10043;rxn00058
PST_4166	G_PST_4166	2	rxn10043;rxn00058
PST_1850	G_PST_1850	2	rxn10043;rxn00058
PST_4164	G_PST_4164	2	rxn10043;rxn00058
PST_4163	G_PST_4163	2	rxn10043;rxn00058
PST_4192	G_PST_4192	2	rxn00062;rxn10042
PST_4190	G_PST_4190	2	rxn00062;rxn10042
PST_0890	G_PST_0890	1	rxn10042
PST_4191	G_PST_4191	2	rxn00062;rxn10042
PST_4194	G_PST_4194	2	rxn00062;rxn10042
PST_4193	G_PST_4193	2	rxn00062;rxn10042
PST_4198	G_PST_4198	1	rxn10042
PST_1993	G_PST_1993	4	rxn00187;rxn03409;rxn03406;rxn03407
PST_0353	G_PST_0353	4	rxn00187;rxn03409;rxn03406;rxn03407
PST_0065	G_PST_0065	1	rxn00187
PST_0063	G_PST_0063	4	rxn00187;rxn03409;rxn03406;rxn03407
PST_2926	G_PST_2926	1	rxn05305
PST_0879	G_PST_0879	1	rxn05305
PST_3744	G_PST_3744	2	rxn00165;rxn00737
PST_0405	G_PST_0405	2	rxn00165;rxn00737
PST_3920	G_PST_3920	2	rxn00785;rxn01200
PST_3509	G_PST_3509	4	rxn05234;rxn05236;rxn05235;rxn05232
PST_2619	G_PST_2619	1	rxn03841
PST_3179	G_PST_3179	1	rxn00193
PST_1699	G_PST_1699	2	rxn05654;rxn05561
PST_0078	G_PST_0078	2	rxn05654;rxn05561
PST_2173	G_PST_2173	2	rxn05654;rxn05561
PST_3556	G_PST_3556	2	rxn05654;rxn05561
PST_3558	G_PST_3558	2	rxn05654;rxn05561
PST_1720	G_PST_1720	2	rxn05654;rxn05561
PST_3589	G_PST_3589	1	rxn01834
PST_1204	G_PST_1204	1	rxn01834
PST_3709	G_PST_3709	1	rxn01834
PST_3096	G_PST_3096	1	rxn00327
PST_2646	G_PST_2646	3	rxn00758;rxn08669;rxn01073
PST_4018	G_PST_4018	3	rxn00758;rxn08669;rxn01073
PST_0068	G_PST_0068	1	rxn05175
PST_0738	G_PST_0738	2	rxn05163;rxn05175
PST_0067	G_PST_0067	1	rxn05175
PST_0070	G_PST_0070	2	rxn05163;rxn05175
PST_0069	G_PST_0069	2	rxn05163;rxn05175
PST_0739	G_PST_0739	2	rxn05163;rxn05175
PST_0737	G_PST_0737	2	rxn05163;rxn05175
PST_0071	G_PST_0071	2	rxn05163;rxn05175
PST_0736	G_PST_0736	2	rxn05163;rxn05175
PST_1673	G_PST_1673	1	rxn02971
PST_3497	G_PST_3497	2	rxn01975;rxn00604
PST_0182	G_PST_0182	2	rxn01975;rxn00604
PST_2329	G_PST_2329	2	rxn01975;rxn00604
PST_3035	G_PST_3035	9	rxn01512;rxn00409;rxn00839;rxn00117;rxn00237;rxn01673;rxn00515;rxn01678;rxn01353
PST_2510	G_PST_2510	1	rxn01332
PST_1277	G_PST_1277	1	rxn01332
PST_2024	G_PST_2024	1	rxn01332
PST_3608	G_PST_3608	2	rxn01858;rxn01137
PST_0433	G_PST_0433	4	rxn08655;rxn08656;rxn00333;rxn08657
PST_0432	G_PST_0432	4	rxn08655;rxn08656;rxn00333;rxn08657
PST_0431	G_PST_0431	4	rxn08655;rxn08656;rxn00333;rxn08657
PST_0988	G_PST_0988	11	rxn05655;rxn05647;rxn05501;rxn10184;rxn05485;rxn05560;rxn05607;rxn05567;rxn05617;rxn02005;rxn05569
PST_2420	G_PST_2420	2	rxn00077;rxn10060
PST_0863	G_PST_0863	2	rxn05484;rxn05683
PST_3132	G_PST_3132	1	rxn00206
PST_2573	G_PST_2573	1	rxn00206
PST_0976	G_PST_0976	2	rxn07295;rxn00269
PST_0476	G_PST_0476	10	rxn03246;rxn03242;rxn01451;rxn02933;rxn01480;rxn03239;rxn04750;rxn06777;rxn03249;rxn03244
PST_1058	G_PST_1058	1	rxn00100
PST_3959	G_PST_3959	1	rxn01018
PST_3850	G_PST_3850	3	rxn01575;rxn00806;rxn00903
PST_0336	G_PST_0336	2	rxn02835;rxn02834
PST_0337	G_PST_0337	2	rxn02835;rxn02834
PST_1955	G_PST_1955	3	rxn10121;rxn00568;rxn00569
PST_2411	G_PST_2411	3	rxn10121;rxn00568;rxn10120
PST_1268	G_PST_1268	2	rxn10121;rxn10120
PST_0896	G_PST_0896	2	rxn10121;rxn10120
PST_0897	G_PST_0897	2	rxn10121;rxn10120
PST_0898	G_PST_0898	2	rxn10121;rxn10120
PST_2409	G_PST_2409	3	rxn10121;rxn00568;rxn00569
PST_0899	G_PST_0899	2	rxn10121;rxn10120
PST_0045	G_PST_0045	2	rxn02925;rxn00656
PST_0472	G_PST_0472	3	rxn09177;rxn12512;rxn02341
PST_1140	G_PST_1140	1	rxn06022
PST_3983	G_PST_3983	1	rxn09310
PST_2612	G_PST_2612	1	rxn09310
PST_3984	G_PST_3984	1	rxn09310
PST_4088	G_PST_4088	1	rxn03175
PST_2918	G_PST_2918	2	rxn05638;rxn10945
PST_3916	G_PST_3916	3	rxn01870;rxn00786;rxn01334
PST_3235	G_PST_3235	1	rxn00605
PST_1050	G_PST_1050	2	rxn00379;rxn09240
PST_1051	G_PST_1051	3	rxn00379;rxn00361;rxn09240
PST_1781	G_PST_1781	3	rxn01603;rxn00689;rxn01210
PST_4103	G_PST_4103	1	rxn05164
PST_4106	G_PST_4106	5	rxn05164;rxn05154;rxn05151;rxn05152;rxn05156
PST_2624	G_PST_2624	16	rxn08548;rxn10204;rxn10210;rxn08552;rxn08546;rxn08551;rxn08549;rxn10209;rxn10205;rxn10208;rxn10207;rxn10206;rxn08550;rxn10203;rxn10202;rxn08547
PST_0716	G_PST_0716	16	rxn08548;rxn10204;rxn10210;rxn08552;rxn08546;rxn08551;rxn08549;rxn10209;rxn10205;rxn10208;rxn10207;rxn10206;rxn08550;rxn10203;rxn10202;rxn08547
PST_3527	G_PST_3527	1	rxn00567
PST_3532	G_PST_3532	1	rxn00567
PST_3536	G_PST_3536	1	rxn00567
PST_3525	G_PST_3525	1	rxn00567
PST_1256	G_PST_1256	4	rxn02680;rxn03248;rxn06510;rxn00676
PST_1916	G_PST_1916	8	rxn02804;rxn03248;rxn00874;rxn00178;rxn03243;rxn06510;rxn00676;rxn02680
PST_1727	G_PST_1727	8	rxn02804;rxn03248;rxn00874;rxn00178;rxn03243;rxn06510;rxn00676;rxn02680
PST_2502	G_PST_2502	8	rxn02804;rxn03248;rxn00874;rxn00178;rxn03243;rxn06510;rxn00676;rxn02680
PST_1936	G_PST_1936	1	rxn05596
PST_2457	G_PST_2457	1	rxn05596
PST_1937	G_PST_1937	1	rxn05596
PST_0018	G_PST_0018	1	rxn05596
PST_3213	G_PST_3213	2	rxn00872;rxn02866
PST_3552	G_PST_3552	4	rxn00872;rxn02866;rxn02270;rxn01924
PST_2197	G_PST_2197	2	rxn00872;rxn02866
PST_1222	G_PST_1222	2	rxn00262;rxn00338
PST_1035	G_PST_1035	1	rxn02404
PST_2158	G_PST_2158	2	rxn00371;rxn10114
PST_0166	G_PST_0166	2	rxn00371;rxn10114
PST_2159	G_PST_2159	2	rxn00371;rxn10114
PST_0165	G_PST_0165	2	rxn00371;rxn10114
PST_2160	G_PST_2160	2	rxn00371;rxn10114
PST_0164	G_PST_0164	2	rxn00371;rxn10114
PST_2157	G_PST_2157	2	rxn00371;rxn10114
PST_0167	G_PST_0167	2	rxn00371;rxn10114
PST_4152	G_PST_4152	1	rxn00704
PST_0470	G_PST_0470	2	rxn00704;rxn01329
PST_1903	G_PST_1903	1	rxn02569
PST_2595	G_PST_2595	1	rxn00710
PST_3570	G_PST_3570	2	rxn01025;rxn00717
PST_0106	G_PST_0106	12	rxn00988;rxn05249;rxn09448;rxn05251;rxn05736;rxn00947;rxn05252;rxn05250;rxn09450;rxn05248;rxn09449;rxn05247
PST_2960	G_PST_2960	12	rxn00988;rxn05249;rxn09448;rxn05251;rxn05736;rxn00947;rxn05252;rxn05250;rxn09450;rxn05248;rxn09449;rxn05247
PST_0604	G_PST_0604	12	rxn00988;rxn05249;rxn09448;rxn05251;rxn05736;rxn00947;rxn05252;rxn05250;rxn09450;rxn05248;rxn09449;rxn05247
PST_0623	G_PST_0623	12	rxn00988;rxn05249;rxn09448;rxn05251;rxn05736;rxn00947;rxn05252;rxn05250;rxn09450;rxn05248;rxn09449;rxn05247
PST_0910	G_PST_0910	12	rxn00988;rxn05249;rxn09448;rxn05251;rxn05736;rxn00947;rxn05252;rxn05250;rxn09450;rxn05248;rxn09449;rxn05247
PST_0199	G_PST_0199	12	rxn00988;rxn05249;rxn09448;rxn05251;rxn05736;rxn00947;rxn05252;rxn05250;rxn09450;rxn05248;rxn09449;rxn05247
PST_2961	G_PST_2961	12	rxn00988;rxn05249;rxn09448;rxn05251;rxn05736;rxn00947;rxn05252;rxn05250;rxn09450;rxn05248;rxn09449;rxn05247
PST_1299	G_PST_1299	1	rxn02897
PST_0435	G_PST_0435	1	rxn00330
PST_3898	G_PST_3898	1	rxn00330
PST_3825	G_PST_3825	2	rxn03916;rxn03918
PST_0156	G_PST_0156	3	rxn11944;rxn04674;rxn03397
PST_0340	G_PST_0340	3	rxn10094;rxn04674;rxn03397
PST_1369	G_PST_1369	1	rxn13782
PST_0547	G_PST_0547	1	rxn13782
PST_2052	G_PST_2052	1	rxn13782
PST_2819	G_PST_2819	1	rxn13782
PST_3061	G_PST_3061	1	rxn13782
PST_1012	G_PST_1012	1	rxn13782
PST_1014	G_PST_1014	1	rxn13782
PST_2369	G_PST_2369	1	rxn13782
PST_0010	G_PST_0010	1	rxn13782
PST_3768	G_PST_3768	1	rxn13782
PST_0964	G_PST_0964	1	rxn13782
PST_0009	G_PST_0009	1	rxn13782
PST_2289	G_PST_2289	1	rxn13782
PST_2053	G_PST_2053	1	rxn13782
PST_0758	G_PST_0758	1	rxn13782
PST_1374	G_PST_1374	1	rxn13782
PST_3030	G_PST_3030	1	rxn13782
PST_2754	G_PST_2754	1	rxn13782
PST_2365	G_PST_2365	1	rxn13782
PST_3630	G_PST_3630	1	rxn13782
PST_2813	G_PST_2813	1	rxn13782
PST_1013	G_PST_1013	1	rxn13782
PST_2364	G_PST_2364	1	rxn13782
PST_2447	G_PST_2447	1	rxn13782
PST_3936	G_PST_3936	2	rxn00910;rxn04954
PST_1083	G_PST_1083	1	rxn02286
PST_1550	G_PST_1550	1	rxn03159
PST_1743	G_PST_1743	3	rxn00474;rxn01964;rxn01682
PST_2895	G_PST_2895	3	rxn00474;rxn01964;rxn01682
PST_2896	G_PST_2896	3	rxn00474;rxn01964;rxn01682
PST_0835	G_PST_0835	2	rxn02475;rxn02474
PST_0610	G_PST_0610	3	rxn00898;rxn01477;rxn03437
PST_4012	G_PST_4012	2	rxn00898;rxn03437
PST_1199	G_PST_1199	2	rxn03446;rxn01069
PST_0084	G_PST_0084	1	rxn01997
PST_4186	G_PST_4186	1	rxn00555
PST_3743	G_PST_3743	2	rxn00260;rxn02339
PST_3564	G_PST_3564	4	rxn05108;rxn00260;rxn01270;rxn02339
PST_2599	G_PST_2599	2	rxn00260;rxn02339
PST_2731	G_PST_2731	2	rxn00260;rxn02339
PST_2335	G_PST_2335	2	rxn00260;rxn02339
PST_0038	G_PST_0038	1	rxn05219
PST_3279	G_PST_3279	2	rxn03137;rxn00832
PST_2340	G_PST_2340	4	rxn00527;rxn02320;rxn01270;rxn00493
PST_2998	G_PST_2998	3	rxn00527;rxn01270;rxn00493
PST_1047	G_PST_1047	3	rxn00527;rxn02320;rxn00493
PST_2139	G_PST_2139	4	rxn08127;rxn08128;rxn08126;rxn08129
PST_0510	G_PST_0510	1	rxn01974
PST_2254	G_PST_2254	1	rxn01274
PST_1121	G_PST_1121	1	rxn01274
PST_3114	G_PST_3114	1	rxn00010
PST_1080	G_PST_1080	1	rxn02008
PST_3784	G_PST_3784	1	rxn02155
PST_3174	G_PST_3174	3	rxn00836;rxn00915;rxn01544
PST_0487	G_PST_0487	2	rxn00915;rxn01544
PST_1044	G_PST_1044	1	rxn00461
PST_2323	G_PST_2323	2	rxn03395;rxn11946
PST_3651	G_PST_3651	1	rxn00283
PST_0319	G_PST_0319	1	rxn00137
PST_1738	G_PST_1738	1	rxn01022
PST_1873	G_PST_1873	4	rxn00288;rxn10126;rxn08528;rxn09272
PST_1874	G_PST_1874	4	rxn00288;rxn10126;rxn08528;rxn09272
PST_1872	G_PST_1872	4	rxn00288;rxn10126;rxn08528;rxn09272
PST_0862	G_PST_0862	1	rxn12405
PST_0747	G_PST_0747	1	rxn02507
PST_2975	G_PST_2975	1	rxn03901
PST_2210	G_PST_2210	1	rxn03901
PST_1082	G_PST_1082	2	rxn03408;rxn03933
PST_1723	G_PST_1723	4	rxn00669;rxn00675;rxn00175;rxn00986
PST_1660	G_PST_1660	1	rxn01333
PST_0990	G_PST_0990	1	rxn05560
PST_2934	G_PST_2934	1	rxn00714
PST_2205	G_PST_2205	1	rxn08291
PST_0483	G_PST_0483	1	rxn08291
PST_4110	G_PST_4110	1	rxn08291
PST_0012	G_PST_0012	1	rxn06865
PST_1426	G_PST_1426	1	rxn06865
PST_0459	G_PST_0459	2	rxn00303;rxn00242
PST_2669	G_PST_2669	1	rxn00303
PST_1203	G_PST_1203	1	rxn01434
PST_2223	G_PST_2223	1	rxn00693
PST_0963	G_PST_0963	2	rxn00392;rxn00122
PST_0742	G_PST_0742	1	rxn01116
PST_3186	G_PST_3186	1	rxn03908
