Fraction,Biomass_rate_h-1,Max_growth_h-1
0.0,0.0,0.8109884016567764
0.1,0.08109884016567764,0.8109884016567765
0.2,0.1621976803313553,0.8109884016567764
0.3,0.24329652049703293,0.810988401656777
0.4,0.3243953606627106,0.8109884016567763
0.5,0.4054942008283882,0.8109884016567768
0.6,0.48659304099406586,0.8109884016567761
0.7,0.5676918811597434,0.8109884016567768
0.8,0.6487907213254211,0.8109884016567764
0.9,0.7298895614910988,0.810988401656777
