Fraction,Growth_rate,N2_rate_mmol_gDW_h
0.0,0.0,376.0849999999996
0.1,0.09528115434140284,375.56704605263064
0.2,0.1905623086828057,375.0490921052644
0.3,0.2858434630242085,374.5311381578963
0.4,0.3811246173656114,374.01318421051843
0.5,0.4764057717070142,373.49523026315705
0.6,0.571686926048417,372.9772763157822
0.7,0.6669680803898198,372.45932236842594
0.8,0.7622492347312227,371.94136842105337
0.9,0.8575303890726256,371.423414473679
