metabolites_id,reaction_id,name,reaction_string,subsystem,lower_bound,upper_bound,formula,charge,compartment
atp[c],r_0011,ATP,ac[c] + atp[c] + coa[c] + h[c] --> accoa[c] + amp[c] + ppi[c],Glycolysis / Gluconeogenesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0268,ATP,atp[c] + cys__L[c] + dxyl5p[c] + tyr__L[c] --> 4hba[c] + 4mpetz[c] + ala__L[c] + amp[c] + co2[c] + h2o[c] + ppi[c],Thiamine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0725,ATP,2dr5p[c] + adp[c] <=> 5drib[c] + atp[c],Pentose Phosphate Pathway,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0299,ATP,atp[c] + h2o[c] + homocitrate[e] <=> adp[c] + h[c] + homocitrate[c] + pi[c],Transport,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0378,ATP,atp[c] + ser__L[c] + trnaser[c] --> amp[c] + ppi[c] + sertrna[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0465,ATP,atp[c] + h[c] + leu__L[c] + trnaleu[c] --> amp[c] + leutrna[c] + ppi[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0626,ATP,atp[c] + dump[c] --> adp[c] + dudp[c],Pyrimidine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0667,ATP,atp[c] + cdg[c] + nh3[c] --> adp[c] + h2o[c] + pi[c] + preq0[c],Folate Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0742,ATP,atp[c] --> adp[c],[],0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0098,ATP,atp[c] + gmp[c] <=> adp[c] + gdp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0437,ATP,asp__L[c] + atp[c] + h[c] + trnaasp[c] --> amp[c] + asptrna[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0752,ATP,atp[c] + lipidAds[c] --> adp[c] + tetdglu16d14bis[c],Lipopolysaccharide biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0247,ATP,atp[c] + cbl1[c] <=> adocbl[c] + pppi[c],Porphyrin and Chlorophyll Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0266,ATP,asp__L[c] + atp[c] + citr__L[c] --> amp[c] + argsuc[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0253,ATP,atp[c] + thymd[c] --> adp[c] + dtmp[c],Pyrimidine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0296,ATP,atp[c] + udp[c] <=> adp[c] + utp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0531,ATP,atp[c] + h2o[c] + zn2[e] --> adp[c] + h[c] + pi[c] + zn2[c],Transport,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0110,ATP,atp[c] + pydxn[c] --> adp[c] + pdx5p[c],Vitamin B6 Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0277,ATP,atp[c] + prpp[c] <=> ppi[c] + prbatp[c],Histidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0434,ATP,atp[c] + h[c] + ile__L[c] + trnaile[c] --> amp[c] + iletrna[c] + ppi[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_1002,ATP,atp[c] + man[c] --> adp[c] + h[c] + man6p[c],,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0022,ATP,atp[c] + gdp[c] <=> adp[c] + gtp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0553,ATP,atp[c] + thm[c] --> amp[c] + thmpp[c],Thiamine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_1049,ATP,atp[c] + rml[c] --> adp[c] + h[c] + rml1p[c],,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0151,ATP,atp[c] + dtdp[c] <=> adp[c] + dttp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0507,ATP,Iron[c] + adocbl[c] + atp[c] + gthox[c] + hemeO[c] + homocitrate[c] + mg2[c] + mobd[c] + nac[c] + pi[c] + pydxn[c] + thm[c] + zn2[c] --> Symbiotic_Cofactors[c],Symbiosis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0908,ATP,2.0 atp[c] + 2.0 gln__L[c] + 2.0 h2o[c] + hgbyr[c] <=> 2.0 adp[c] + 2.0 glu__L[c] + hgbam[c] + 2.0 pi[c],Porphyrin and Chlorophyll Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0386,ATP,atp[c] + cmp[c] <=> adp[c] + cdp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0273,ATP,atp[c] + r5p[c] --> amp[c] + prpp[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0432,ATP,atp[c] + glu__L[c] + h[c] + trnaglu[c] --> amp[c] + glutrna[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0624,ATP,atp[c] + nh3[c] + utp[c] --> adp[c] + ctp[c] + h[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0807,ATP,atp[c] + glu__D[c] + uama[c] --> adp[c] + pi[c] + uamag[c],Peptidoglycan biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0291,ATP,atp[c] + h2o[c] + pyr[c] --> amp[c] + h[c] + pep[c] + pi[c],Glycolysis / Gluconeogenesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0398,ATP,atp[c] + h[c] + phe__L[c] + trnaphe[c] --> amp[c] + phetrna[c] + ppi[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0362,ATP,atp[c] + gly[c] + h[c] + trnagly[c] --> amp[c] + glytrna[c] + ppi[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0457,ATP,atp[c] + glucys[c] + gly[c] --> adp[c] + gthrd[c] + h[c] + pi[c],Glutathione Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0731,ATP,atp[c] + h2o[c] + lps[c] --> adp[c] + lps[e] + pi[c],[],0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0504,ATP,atp[c] + dcmp[c] <=> adp[c] + dcdp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0805,ATP,ala__L[c] + atp[c] + uamr[c] --> adp[c] + pi[c] + uama[c],Peptidoglycan biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0771,ATP,accb[c] + atp[c] + btn[c] --> amp[c] + bccp[c] + ppi[c],[],0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0455,ATP,arg__L[c] + atp[c] + h[c] + trnaarg[c] --> amp[c] + argtrna[c] + ppi[c],Arginine biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0428,ATP,atp[c] + thr__L[c] + trnathr[c] --> amp[c] + ppi[c] + thrtrna[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0200,ATP,atp[c] + pan4p[c] <=> dpcoa[c] + ppi[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0793,ATP,12dgr_TB[c] + atp[c] --> adp[c] + pa_cho[c],Glycerolipid metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0106,ATP,atp[c] + nicrnt[c] <=> dnad[c] + ppi[c],Nicotinate and Nicotinamide,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0352,ATP,4c2me[c] + atp[c] --> 2p4c2me[c] + adp[c],Terpenoid Backbone Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0060,ATP,atp[c] + skm[c] --> adp[c] + skm5p[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0105,ATP,acglu[c] + atp[c] + h[c] --> acg5p[c] + adp[c],Arginine biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0217,ATP,ala_B[c] + atp[c] + pant__R[c] <=> amp[c] + pnto__R[c] + ppi[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0425,ATP,atp[c] + fgam[c] + gln__L[c] + h2o[c] --> adp[c] + fpram[c] + glu__L[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0803,ATP,2.0 ala__D[c] + atp[c] --> adp[c] + alaala[c] + pi[c],Peptidoglycan biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0216,ATP,atp[c] + gln__L[c] + h2o[c] + utp[c] --> adp[c] + ctp[c] + glu__L[c] + 2.0 h[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0423,ATP,atp[c] + ptth[c] <=> adp[c] + pan4p[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0497,ATP,atp[c] + dnad[c] + gln__L[c] + h2o[c] --> amp[c] + glu__L[c] + nad[c] + ppi[c],Nicotinate and Nicotinamide,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0346,ATP,atp[c] + h[c] + trnatrp[c] + trp__L[c] --> amp[c] + ppi[c] + trptrna[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0918,ATP,acgam[c] + atp[c] <=> acgam6p[c] + adp[c],Amino sugar and nucleotide sugar metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0158,ATP,atp[c] + h2o[c] --> adp[c] + h[c] + pi[c],Oxidative Phosphorylation,3.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0424,ATP,atp[c] + gtp[c] --> amp[c] + gdptp[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0495,ATP,atp[c] + f6p[c] --> adp[c] + fdp[c],Glycolysis / Gluconeogenesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_1014,ATP,atp[c] + rbl__D[c] --> adp[c] + h[c] + ru5p__D[c],,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0408,ATP,4ahmmp[c] + atp[c] --> 4ampm[c] + adp[c],Thiamine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0452,ATP,atp[c] + gln__L[c] + h2o[c] + xmp[c] --> amp[c] + glu__L[c] + gmp[c] + h[c] + ppi[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0838,ATP,atp[c] + xylu__D[c] --> adp[c] + xu5p__D[c],Pentose and glucuronate interconversions,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0566,ATP,atp[c] + nad[c] --> adp[c] + nadp[c],Nicotinate and Nicotinamide,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0045,ATP,6hmhpt[c] + atp[c] <=> 6hmhptpp[c] + amp[c],Folate Biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0728,ATP,atp[c] + h[c] + pi[c] + pyr[c] <=> amp[c] + pep[c] + ppi[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0075,ATP,atp[c] + gly[c] + pram[c] --> adp[c] + gar[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0144,ATP,ac[c] + atp[c] + h[c] <=> actp[c] + adp[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0066,ATP,amp[c] + atp[c] <=> 2.0 adp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0056,ATP,adp[c] + pep[c] --> atp[c] + pyr[c],"Valine, Leucine and Isoleucine Degradation",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0198,ATP,atp[c] + dtmp[c] <=> adp[c] + dtdp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0231,ATP,atp[c] + fpram[c] --> adp[c] + air[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0401,ATP,atp[c] + h[c] + so4[c] <=> aps[c] + ppi[c],Sulfur Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0142,ATP,3pg[c] + atp[c] + h[c] <=> 13dpg[c] + adp[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0023,ATP,atp[c] + dcdp[c] <=> adp[c] + dctp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0833,ATP,5pdna[c] + atp[c] --> amp[c] + ppi[c],[],0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0270,ATP,16.0 atp[c] + 8.0 fdxrd[c] + 16.0 h2o[c] + n2[c] --> 16.0 adp[c] + 8.0 fdxox[c] + 2.0 fixedNH3[c] + h2[c] + 8.0 h[c] + 16.0 pi[c],Nitrogen Metabolism; Symbiosis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0055,ATP,adocbi[c] + atp[c] --> adocbip[c] + adp[c] + h[c],"Valine, Leucine and Isoleucine Degradation",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0871,ATP,atp[c] + h2o[c] + k[c] --> adp[c] + k[e] + pi[c],[],0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0156,ATP,atp[c] + dpcoa[c] --> adp[c] + coa[c],Pantothenate and CoA Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0581,ATP,atp[c] + fa[c] --> adp[c] + e[c] + methf[c] + pi[c],One carbon pool by folate,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0188,ATP,atp[c] + pydx[c] --> adp[c] + pydx5p[c],Vitamin B6 Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0323,ATP,adp[c] + 2.0 h[e] + pi[c] --> atp[c] + h2o[c] + h[c],Oxidative Phosphorylation,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0416,ATP,atp[c] + ptcys[c] <=> 4ppcys[c] + adp[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0202,ATP,atp[c] + nmn[c] <=> nad[c] + ppi[c],Nicotinate and Nicotinamide,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0693,ATP,atp[c] + didp[c] <=> adp[c] + ditp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0178,ATP,atp[c] + rib__D[c] <=> adp[c] + r5p[c],Pentose Phosphate Pathway,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0396,ATP,ala__L[c] + atp[c] + h[c] + trnaala[c] --> alatrna[c] + amp[c] + ppi[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0694,ATP,air[c] + atp[c] + hco3[c] --> 5ca1rpi[c] + adp[c] + pi[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0196,ATP,atp[c] + hom__L[c] --> adp[c] + phom[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0155,ATP,atp[c] + cbl1[e] + h2o[c] --> adp[c] + cbl1[c] + h[c] + pi[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0978,ATP,atp[c] + glc__aD[c] --> adp[c] + g6p[c] + h[c],,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0319,ATP,atp[c] + h2o[c] + so4[e] --> adp[c] + h[c] + pi[c] + so4[c],Transport,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0413,ATP,atp[c] + cys__L[c] + h[c] + trnacys[c] --> amp[c] + cystrna[c] + ppi[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0441,ATP,atp[c] + h[c] + trnaval[c] + val__L[c] --> amp[c] + ppi[c] + valtrna[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0606,ATP,5oxpro[c] + atp[c] + 2.0 h2o[c] --> adp[c] + glu__L[c] + pi[c],Glutathione Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0317,ATP,atp[c] + h[c] + lys__L[c] + trnalys[c] --> amp[c] + lystrna[c] + ppi[c],Lysine Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0564,ATP,atp[c] + dnad[c] + h[c] + nh3[c] --> amp[c] + nad[c] + ppi[c],Nicotinate and Nicotinamide,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0931,ATP,asp__L[c] + atp[c] + dgmp[c] <=> adp[c] + dsmp[c] + pi[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0071,ATP,atp[c] + cys__L[c] + glu__L[c] --> adp[c] + glucys[c] + h[c] + pi[c],Glutathione Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0517,ATP,acac[c] + atp[c] + coa[c] + h[c] --> aacoa[c] + amp[c] + ppi[c],"PHB synthesis; Valine, leucine and isoleucine degradation; Butanoate metabolism",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0615,ATP,atp[c] + ser__L[c] + trnasecys[c] <=> amp[c] + ppi[c] + sertrna_sec[c],Aminoacyl-tRNA biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0118,ATP,atp[c] + duri[c] --> adp[c] + dump[c],Pyrimidine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0316,ATP,alaala[c] + atp[c] + ugmd[c] --> adp[c] + h[c] + pi[c] + ugmda[c],Lysine Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0169,ATP,asp__L[c] + atp[c] + h[c] --> 4pasp[c] + adp[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0371,ATP,26dap__M[c] + atp[c] + uamag[c] --> adp[c] + h[c] + pi[c] + ugmd[c],Lysine Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0537,ATP,atp[c] + g1p[c] --> adp[c] + g6p[c],Glycolysis / Gluconeogenesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0044,ATP,atp[c] + h2o[c] + met__L[c] --> amet[c] + pi[c] + ppi[c],Cysteine and Methionine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0700,ATP,atp[c] + dzdp[c] --> adp[c] + dztp[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0823,ATP,atp[c] + coa[c] + pac[c] --> amp[c] + phaccoa[c] + ppi[c],Phenylalanine metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0983,ATP,atp[c] + fru[c] --> adp[c] + f6p[c] + h[c],,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0314,ATP,atp[c] + h2o[c] + thm[e] --> adp[c] + h[c] + pi[c] + thm[c],Transport,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0536,ATP,atp[c] + h[c] + oaa[c] --> adp[c] + co2[c] + pep[c],Glycolysis / Gluconeogenesis;TCA Cycle,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0649,ATP,C02356[c] + atp[c] + glu__L[c] <=> CE1661[c] + adp[c] + pi[c],Cysteine and Methionine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0123,ATP,asp__L[c] + atp[c] + gln__L[c] + h2o[c] --> amp[c] + asn__L[c] + glu__L[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0392,ATP,atp[c] + hco3[c] + pyr[c] --> adp[c] + h[c] + oaa[c] + pi[c],Glycolysis / Gluconeogenesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0701,ATP,atp[c] + dzmp[c] --> adp[c] + dzdp[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0001,ATP,atp[c] + g1p[c] --> adpglc[c] + ppi[c],Glycolysis / Gluconeogenesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0252,ATP,atp[c] + h2o[c] + mg2[e] --> adp[c] + h[c] + mg2[c] + pi[c],Transport,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0650,ATP,CE1661[c] + atp[c] + gly[c] <=> adp[c] + opmt[c] + pi[c],Cysteine and Methionine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0096,ATP,2.6 atp[c] + ctp[c] + gtp[c] + 1.6 h2o[c] + utp[c] --> 1.6 adp[c] + 1.6 h[c] + 1.6 pi[c] + 4.0 ppi[c] + 4.0 rna[c],Pyrimidine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0703,ATP,atp[c] + nh3[c] + xmp[c] --> amp[c] + gmp[c] + ppi[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0080,ATP,atp[c] + cdp[c] <=> adp[c] + ctp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0478,ATP,atp[c] + h[c] + pro__L[c] + trnapro[c] --> amp[c] + ppi[c] + protrna[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0704,ATP,atp[c] + idp[c] <=> adp[c] + itp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0819,ATP,atp[c] + co2[c] + dann[c] --> adp[c] + dtbt[c] + pi[c],Biotin metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0079,ATP,atp[c] + dudp[c] <=> adp[c] + dutp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0351,ATP,atp[c] + ribflv[c] --> adp[c] + fmn[c],Riboflavin Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0181,ATP,atp[c] + ump[c] <=> adp[c] + udp[c],Pyrimidine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0989,ATP,atp[c] + gal[c] --> adp[c] + gal1p[c] + h[c],,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0035,ATP,atp[c] + cbi[c] <=> adocbi[c] + pppi[c],Porphyrin Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0897,ATP,atp[c] + ru5p__D[c] --> adp[c] + rb15bp[c],Carbon metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0100,ATP,atp[c] + dgdp[c] <=> adp[c] + dgtp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0382,ATP,atp[c] + met__L[c] + trnamet[c] --> amp[c] + mettrna[c] + ppi[c],Cysteine and Methionine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0543,ATP,atp[c] + glcn[c] --> 6pgc[c] + adp[c],Pentose Phosphate Pathway,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0707,ATP,atp[c] + h2o[c] --> amp[c] + ppi[c],Purine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0065,ATP,atp[c] + glu__L[c] + h[c] --> adp[c] + glu5p[c],Arginine and Proline Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0473,ATP,4ampm[c] + atp[c] --> 2mahmp[c] + adp[c],Thiamine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0943,ATP,atp[c] + pnto__R[c] <=> 4ppan[c] + adp[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0557,ATP,atp[c] + pl[c] <=> adp[c] + dmp[c],Riboflavin Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0068,ATP,atp[c] + pydam[c] --> adp[c] + pyam5p[c],Vitamin B6 Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0306,ATP,atp[c] + h2o[c] + pi[e] --> adp[c] + h[c] + 2.0 pi[c],Transport,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0898,ATP,atp[c] + h2o[c] + mg2[c] --> adp[c] + h[c] + mg2[e] + pi[c],[],0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0709,ATP,atp[c] + dadp[c] <=> adp[c] + datp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0305,ATP,atp[c] + fe2[e] + h2o[c] --> adp[c] + fe2[c] + h[c] + pi[c],Transport,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_1038,ATP,atp[c] + fcl__L[c] --> adp[c] + fc1p[c] + h[c],,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0407,ATP,atp[c] + h[c] + trnatyr[c] + tyr__L[c] --> amp[c] + ppi[c] + tyrtrna[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0710,ATP,atp[c] + damp[c] <=> adp[c] + dadp[c],Purine Metabolism,-1000.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0021,ATP,atp[c] + d5kg[c] --> adp[c] + d5kgp[c],Inositol Phosphate Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0132,ATP,atp[c] + glu__L[c] + nh3[c] --> adp[c] + gln__L[c] + pi[c],Nitrogen Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0304,ATP,atp[c] + h2o[c] + mobd[e] --> adp[c] + h[c] + mobd[c] + pi[c],Transport,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0377,ATP,atp[c] + h[c] + his__L[c] + trnahis[c] --> amp[c] + histrna[c] + ppi[c],Histidine Metabolism,0.0,1000.0,C10H13N5O13P3,-4,c
atp[c],r_0444,ATP,accoa[c] + atp[c] + hco3[c] <=> adp[c] + h[c] + malcoa[c] + pi[c],Fatty Acid Biosynthesis,-1000.0,1000.0,C10H13N5O13P3,-4,c
