current_id,name,reaction_string,subsystem,lower_bound,upper_bound
r_0944,,h[c] + pi[c] + uri[c] <=> r1p[c] + ura[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0945,,5mcsn[c] <=> ,Transport,-1000.0,1000.0
r_0946,,3aib__D[c] --> ,Transport,0.0,1000.0
r_0947,,scp[c] --> ,Transport,0.0,1000.0
r_0948,,2c4mthzep[c] <=> cthzp[c],Thiamine Metabolism,-1000.0,1000.0
r_0949,,4hba[c] --> ,Transport,0.0,1000.0
r_0950,,thmtp[c] --> ,Transport,0.0,1000.0
r_0951,,15gl[c] + h2o[c] <=> glcn[c] + h[c],Pentose phosphate pathway,-1000.0,1000.0
r_0952,,fe3[c] --> ,Transport,0.0,1000.0
r_0953,,hmbil[c] <=> uppg1[c],spontaneous,-1000.0,1000.0
r_0954,,cpppg1[c] --> ,Transport,0.0,1000.0
r_0955,,sheme[c] --> ,Transport,0.0,1000.0
r_0956,,cbi[c] <=> ,Transport,-1000.0,1000.0
r_0957,,prf2[c] --> ,Transport,0.0,1000.0
r_0958,,hthbp[c] --> ,Transport,0.0,1000.0
r_0959,,0.2614 ade[c] + 0.706188 ala__L[c] + 0.431004 arg__L[c] + 0.155232 asn__L[c] + 0.312228 asp__L[c] + 0.3586 csn[c] + 0.054684 cys__L[c] + 0.17052 gln__L[c] + 0.343392 glu__L[c] + 0.497448 gly[c] + 0.05 glycogen[c] + 0.3586 gua[c] + 0.124068 his__L[c] + 0.322224 ile__L[c] + 0.599172 leu__L[c] + 0.18816 lys__L[c] + 0.143472 met__L[c] + 0.39 pe_hs[c] + 4.86 phb[c] + 0.231672 phe__L[c] + 0.295764 pro__L[c] + 0.01 ptrc[c] + 0.3586 rna[c] + 0.34104 ser__L[c] + 0.30282 thr__L[c] + 0.0722 thym[c] + 0.081144 trp__L[c] + 0.134652 tyr__L[c] + 0.1892 ura[c] + 0.445704 val__L[c] --> biomass[c],Biomass,0.0,1000.0
r_0960,,biomass[c] --> ,Transport,0.0,1000.0
r_0961,,pgp_cho[c] <=> ,Transport,-1.0,1000.0
r_0962,,tre6p[c] <=> tre6p[e],Transport,-1000.0,1000.0
r_0963,,tre6p[e] --> ,Exchange,0.0,1000.0
r_0964,,acgam[c] <=> acgam[e],Transport,-1000.0,1000.0
r_0965,,acgam[e] --> ,Exchange,0.0,1000.0
r_0966,,asp__L[c] <=> asp__L[e],Transport,-1000.0,1000.0
r_0968,,akg[c] <=> akg[e],Transport,-1000.0,1000.0
r_0969,,akg[e] --> ,Exchange,0.0,1000.0
r_0970,,ac[c] <=> ac[e],Transport,-1000.0,1000.0
r_0971,,ac[e] --> ,Exchange,0.0,1000.0
r_0972,,for[c] <=> for[e],Transport,-1000.0,1000.0
r_0973,,for[e] --> ,Exchange,0.0,1000.0
r_0974,,malt__D[c] + 2.0 pi[c] --> 2.0 g1p[c] + h2o[c],,0.0,1000.0
r_0975,,malt__D[c] <=> malt__D[e],Transport,-1000.0,1000.0
r_0976,,malt__D[e] --> ,Exchange,0.0,1000.0
r_0977,,cellb[c] + h2o[c] --> 2.0 glc__aD[c],,0.0,1000.0
r_0978,,atp[c] + glc__aD[c] --> adp[c] + g6p[c] + h[c],,0.0,1000.0
r_0979,,glc__aD[c] <=> glc__aD[e],Transport,-1000.0,1000.0
r_0980,,glc__aD[e] --> ,Exchange,0.0,1000.0
r_0981,,cellb[c] <=> cellb[e],Transport,-1000.0,1000.0
r_0982,,cellb[e] --> ,Exchange,0.0,1000.0
r_0983,,atp[c] + fru[c] --> adp[c] + f6p[c] + h[c],,0.0,1000.0
r_0984,,fru[c] <=> fru[e],Transport,-1000.0,1000.0
r_0985,,fru[e] --> ,Exchange,0.0,1000.0
r_0986,,pi[c] + sucr[c] --> fru[c] + g1p[c],,0.0,1000.0
r_0987,,sucr[c] <=> sucr[e],Transport,-1000.0,1000.0
r_0988,,sucr[e] --> ,Exchange,0.0,1000.0
r_0989,,atp[c] + gal[c] --> adp[c] + gal1p[c] + h[c],,0.0,1000.0
r_0990,,gal1p[c] + utp[c] <=> ppi[c] + udpgal[c],,-1000.0,1000.0
r_0991,,gal[c] + h[c] <=> gal[e] + h[e],Transport,-1000.0,1000.0
r_0992,,gal[e] --> ,Exchange,0.0,1000.0
r_0993,,h2o[c] + raffin[c] --> gal[c] + sucr[c],,0.0,1000.0
r_0994,,h[c] + raffin[c] <=> h[e] + raffin[e],Transport,-1000.0,1000.0
r_0995,,raffin[e] --> ,Exchange,0.0,1000.0
r_0996,,h2o[c] + lcts[c] --> gal[c] + glc__aD[c],,0.0,1000.0
r_0997,,lcts[c] <=> lcts[e],Transport,-1000.0,1000.0
r_0998,,lcts[e] --> ,Exchange,0.0,1000.0
r_0999,,h2o[c] + melib[c] --> gal[c] + glc__aD[c],,0.0,1000.0
r_1000,,melib[c] <=> melib[e],Transport,-1000.0,1000.0
r_1001,,melib[e] --> ,Exchange,0.0,1000.0
r_1002,,atp[c] + man[c] --> adp[c] + h[c] + man6p[c],,0.0,1000.0
r_1003,,man[c] <=> man[e],Transport,-1000.0,1000.0
r_1004,,man[e] --> ,Exchange,0.0,1000.0
r_1005,,nadp[c] + sbt__D[c] <=> glc__aD[c] + h[c] + nadph[c],,-1000.0,1000.0
r_1006,,sbt__D[c] <=> sbt__D[e],Transport,-1000.0,1000.0
r_1007,,sbt__D[e] --> ,Exchange,0.0,1000.0
r_1008,,mnl[c] + nad[c] <=> fru[c] + h[c] + nadh[c],,-1000.0,1000.0
r_1009,,mnl[c] <=> mnl[e],Transport,-1000.0,1000.0
r_1010,,mnl[e] --> ,Exchange,0.0,1000.0
r_1011,,abt__D[c] + nad[c] <=> h[c] + nadh[c] + rbl__D[c],,-1000.0,1000.0
r_1012,,abt__D[c] <=> abt__D[e],Transport,-1000.0,1000.0
r_1013,,abt__D[e] --> ,Exchange,0.0,1000.0
r_1014,,atp[c] + rbl__D[c] --> adp[c] + h[c] + ru5p__D[c],,0.0,1000.0
r_1015,,glyc[c] <=> glyc[e],Transport,-1000.0,1000.0
r_1016,,glyc[e] --> ,Exchange,0.0,1000.0
r_1017,,f6p[c] <=> f6p[e],Transport,-1000.0,1000.0
r_1018,,f6p[e] --> ,Exchange,0.0,1000.0
r_1019,,arg__L[c] <=> arg__L[e],Transport,-1000.0,1000.0
r_1020,,arg__L[e] --> ,Exchange,0.0,1000.0
r_1021,,nad[c] + quin[c] <=> 3dhq[c] + h[c] + nadh[c],,-1000.0,1000.0
r_1022,,quin[c] <-- quin[e],Transport,-1000.0,0.0
r_1023,,quin[e] --> ,Exchange,0.0,1000.0
r_1024,,lac__L[c] + nad[c] <=> h[c] + nadh[c] + pyr[c],,-1000.0,1000.0
r_1025,,lac__L[c] <=> lac__L[e],Transport,-1000.0,1000.0
r_1026,,lac__L[e] --> ,Exchange,0.0,1000.0
r_1027,,4abut[c] <=> 4abut[e],Transport,-1000.0,1000.0
r_1028,,4abut[e] --> ,Exchange,0.0,1000.0
r_1029,,galctn__L[c] + nadp[c] <=> galur[c] + h[c] + nadph[c],,-1000.0,1000.0
r_1030,,galctn__L[c] --> 2dh3dgal[c] + h2o[c],,0.0,1000.0
r_1031,,2dh3dgal[c] <=> glycs[c] + pyr[c],,-1000.0,1000.0
r_1032,,glycs[c] + h[c] + nadph[c] <=> glyc[c] + nadp[c],,-1000.0,1000.0
r_1033,,galur[c] <=> galur[e],Transport,-1000.0,1000.0
r_1034,,galur[e] --> ,Exchange,0.0,1000.0
r_1035,,galctn__L[c] <=> galctn__L[e],Transport,-1000.0,1000.0
r_1036,,galctn__L[e] --> ,Exchange,0.0,1000.0
r_1037,,fuc__L[c] <=> fcl__L[c],,-1000.0,1000.0
r_1038,,atp[c] + fcl__L[c] --> adp[c] + fc1p[c] + h[c],,0.0,1000.0
r_1039,,fc1p[c] <=> dhap[c] + lald__L[c],,-1000.0,1000.0
r_1040,,h2o[c] + lald__L[c] + nad[c] <=> 2.0 h[c] + lac__L[c] + nadh[c],,-1000.0,1000.0
r_1041,,fuc__L[c] + h[c] <=> fuc__L[e] + h[e],Transport,-1000.0,1000.0
r_1042,,fuc__L[e] --> ,Exchange,0.0,1000.0
r_1043,,pep[c] + rbl_B[c] <=> pyr[c] + salcn6p[c],,-1000.0,1000.0
r_1044,,h2o[c] + salcn6p[c] --> g6p[c] + slgn[c],,0.0,1000.0
r_1045,,slgn[c] --> ,Transport,0.0,1000.0
r_1046,,h[c] + rbl_B[c] <=> h[e] + rbl_B[e],Transport,-1000.0,1000.0
r_1047,,rbl_B[e] --> ,Exchange,0.0,1000.0
r_1048,,rmn[c] <=> rml[c],,-1000.0,1000.0
r_1049,,atp[c] + rml[c] --> adp[c] + h[c] + rml1p[c],,0.0,1000.0
r_1050,,rml1p[c] <=> dhap[c] + lald__L[c],,-1000.0,1000.0
r_1051,,rmn[c] <=> rmn[e],Transport,-1000.0,1000.0
r_1052,,rmn[e] --> ,Exchange,0.0,1000.0
r_1053,,34hpp[c] + h[c] <=> 34hpp[e] + h[e],Transport,-1000.0,1000.0
r_1054,,34hpp[e] --> ,Exchange,0.0,1000.0
r_1055,,acgala[c] + pplhis[c] --> acgal6p[c] + phis__L[c],,0.0,1000.0
r_1056,,acgal6p[c] + h2o[c] <=> ac[c] + galam6p[c],,-1000.0,1000.0
r_1057,,galam6p[c] + h2o[c] --> nh3[c] + tag6p__D[c],,0.0,1000.0
r_1058,,tag6p__D[c] <=> f6p[c],,-1000.0,1000.0
r_1059,,acgala[c] <=> acgala[e],Transport,-1000.0,1000.0
r_1060,,acgala[e] --> ,Exchange,0.0,1000.0
r_1061,,gam6p[c] + h2o[c] <=> f6p[c] + h[c] + nh3[c],,-1000.0,1000.0
r_1062,,4fumacac[c] + h2o[c] --> acac[c] + fum[c] + h[c],,0.0,1000.0
r_1064,,24dab[c] + accoa[c] --> coa[c] + n4acld[c],,0.0,1000.0
r_1065,,n4acld[c] --> ecto__L[c] + h2o[c] + h[c],,0.0,1000.0
r_1068,,acald[c] + thmpp[c] <=> 2ahethmpp[c],,-1000.0,1000.0
r_1070,,asp__L[c] + phpyr[c] <=> oaa[c] + phe__L[c],,-1000.0,1000.0
