current_id,name,reaction_string,subsystem,lower_bound,upper_bound
r_0220,,co2[e] <=> co2[c],Transport,-1000.0,1000.0
r_0221,,3ohexACP[c] + h[c] + nadph[c] <=> 3hhexACP[c] + nadp[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0222,,h2o[c] + phom[c] --> h[c] + pi[c] + thr__L[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0223,,agm[c] + h2o[c] --> ptrc[c] + urea[c],Arginine and Proline Metabolism,0.0,1000.0
r_0224,,fdp[c] + h2o[c] <=> f6p[c] + h[c] + pi[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0225,,accoa[c] + h[c] + pi[c] <=> actp[c] + coa[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0226,,adn[c] + h2o[c] --> ade[c] + rib__D[c],Purine Metabolism,0.0,1000.0
r_0227,,h[c] + pyr[c] + thmpp[c] --> 2ahethmpp[c] + co2[c],TCA Cycle,0.0,1000.0
r_0228,,10fthf[c] + gar[c] --> fgam[c] + h[c] + thf[c],Purine Metabolism,0.0,1000.0
r_0229,,3pg[c] + nad[c] <=> 3php[c] + h[c] + nadh[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0230,,ACP[c] + accoa[c] <=> acACP[c] + coa[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0231,,atp[c] + fpram[c] --> adp[c] + air[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0
r_0232,,gln__L[c] + h2o[c] + prpp[c] --> glu__L[c] + ppi[c] + pram[c],Purine Metabolism,0.0,1000.0
r_0233,,ala__L[c] <=> ala__D[c],"Alanine, Aspartate and Glutamate metabolism",-1000.0,1000.0
r_0234,,3mob[c] + h2o[c] + mlthf[c] <=> 2dhp[c] + thf[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0235,,3opalmACP[c] + h[c] + nadph[c] <=> 3hpalmACP[c] + nadp[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0236,,argsuc[c] <=> arg__L[c] + fum[c],"Alanine, Aspartate and Glutamate metabolism",-1000.0,1000.0
r_0237,,orn[c] --> 2.0 h[c] + nh3[c] + pro__L[c],Arginine and Proline Metabolism,0.0,1000.0
r_0238,,dad_2[c] + h2o[c] --> din[c] + nh3[c],Purine Metabolism,0.0,1000.0
r_0239,,h2s[c] + suchms[c] <=> h[c] + hcys__L[c] + succ[c],Cysteine and Methionine Metabolism,-1000.0,1000.0
r_0240,,3hddecACP[c] --> h2o[c] + tddec2eACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0241,,3hdcoa[c] + nad[c] <=> 3odcoa[c] + h[c] + nadh[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0242,,h[c] + malACP[c] + ocACP[c] --> 3odecACP[c] + ACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0243,,dcamp[c] --> amp[c] + fum[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0244,,accoa[c] + ser__L[c] --> acser[c] + coa[c],Sulfur Metabolism,0.0,1000.0
r_0245,,3htdcoa[c] <=> h2o[c] + td2coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0246,,3ig3p[c] + ser__L[c] --> g3p[c] + h2o[c] + trp__L[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0247,,atp[c] + cbl1[c] <=> adocbl[c] + pppi[c],Porphyrin and Chlorophyll Metabolism,-1000.0,1000.0
r_0248,,dcaACP[c] + h[c] + malACP[c] --> 3oddecACP[c] + ACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0249,,g3p[c] + h[c] + pyr[c] --> co2[c] + dxyl5p[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0250,,r5p[c] --> r1p[c],Purine Metabolism,0.0,1000.0
r_0251,,4abutn[c] + h2o[c] + nad[c] --> 4abut[c] + 2.0 h[c] + nadh[c],Arginine and Proline Metabolism,0.0,1000.0
r_0252,,atp[c] + h2o[c] + mg2[e] --> adp[c] + h[c] + mg2[c] + pi[c],Transport,0.0,1000.0
r_0253,,atp[c] + thymd[c] --> adp[c] + dtmp[c],Pyrimidine Metabolism,0.0,1000.0
r_0254,,ddcaACP[c] + h[c] + malACP[c] --> 3omrsACP[c] + ACP[c] + co2[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0255,,h2o[c] + phthr[c] --> 4hthr[c] + h[c] + pi[c],Vitamin B6 Metabolism,0.0,1000.0
r_0256,,6pgl[c] + h2o[c] --> 6pgc[c] + h[c],Pentose Phosphate Pathway,0.0,1000.0
r_0257,,h2o[c] + prbamp[c] --> prfp[c],Histidine Metabolism,0.0,1000.0
r_0258,,3hhdcoa[c] + nad[c] <=> 3ohdcoa[c] + h[c] + nadh[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0259,,h[c] + pi[c] + xtsn[c] <=> r1p[c] + xan[c],Purine Metabolism,-1000.0,1000.0
r_0260,,2ippm[c] + h2o[c] <=> 3c3hmp[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0261,,h[c] + nadh[c] + thex2eACP[c] --> hexACP[c] + nad[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0262,,5.0 h[c] + nadh[c] + q[c] <=> 4.0 h[e] + nad[c] + qh2[c],Oxidative Phosphorylation,-1000.0,1000.0
r_0263,,gly[c] + nad[c] + thf[c] --> co2[c] + h[c] + mlthf[c] + nadh[c] + nh3[c],One carbon pool by folate,0.0,1000.0
r_0264,,mal__L[c] + nad[c] <=> h[c] + nadh[c] + oaa[c],Glycolysis / Gluconeogenesis;TCA Cycle,-1000.0,1000.0
r_0265,,chor[c] --> pphn[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0266,,asp__L[c] + atp[c] + citr__L[c] --> amp[c] + argsuc[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0267,,3hhcoa[c] + nad[c] <=> 3ohcoa[c] + h[c] + nadh[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0268,,atp[c] + cys__L[c] + dxyl5p[c] + tyr__L[c] --> 4hba[c] + 4mpetz[c] + ala__L[c] + amp[c] + co2[c] + h2o[c] + ppi[c],Thiamine Metabolism,0.0,1000.0
r_0269,,h2o[e] <=> h2o[c],Transport,-1000.0,1000.0
r_0270,,16.0 atp[c] + 8.0 fdxrd[c] + 16.0 h2o[c] + n2[c] --> 16.0 adp[c] + 8.0 fdxox[c] + 2.0 fixedNH3[c] + h2[c] + 8.0 h[c] + 16.0 pi[c],Nitrogen Metabolism; Symbiosis,0.0,1000.0
r_0271,,nac[c] + r1p[c] <=> nicrns[c] + pi[c],Nicotinate and Nicotinamide,-1000.0,1000.0
r_0272,,h2o[c] + methf[c] <=> 10fthf[c] + h[c],One carbon pool by folate,-1000.0,1000.0
r_0273,,atp[c] + r5p[c] --> amp[c] + prpp[c],Purine Metabolism,0.0,1000.0
r_0274,,h2o[c] + prbatp[c] --> ppi[c] + prbamp[c],Histidine Metabolism,0.0,1000.0
r_0275,,cdpdag_cho[c] + ser__L[c] --> cmp[c] + h[c] + ps_cho[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0276,,3hocoa[c] <=> h2o[c] + oc2coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0277,,atp[c] + prpp[c] <=> ppi[c] + prbatp[c],Histidine Metabolism,-1000.0,1000.0
r_0278,,fdp[c] <=> dhap[c] + g3p[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0279,,h2o[c] + hisp[c] --> h[c] + histd[c] + pi[c],Histidine Metabolism,0.0,1000.0
r_0280,,adn[c] + h2o[c] --> ins[c] + nh3[c],Purine Metabolism,0.0,1000.0
r_0281,,nad[c] + pro__L[c] --> 1pyr5c[c] + h[c] + nadh[c],Arginine and Proline Metabolism,0.0,1000.0
r_0282,,h2o[c] + urea[c] --> co2[c] + 2.0 nh3[c],Arginine biosynthesis,0.0,1000.0
r_0283,,akg[c] + asp__L[c] <=> glu__L[c] + oaa[c],"Alanine, Aspartate and Glutamate metabolism",-1000.0,1000.0
r_0284,,din[c] + h[c] + pi[c] <=> 2dr1p[c] + hxan[c],Purine Metabolism,-1000.0,1000.0
r_0285,,3c2hmp[c] <=> 2ippm[c] + h2o[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0286,,2.0 dmlz[c] <=> 6r5au[c] + ribflv[c],Riboflavin Metabolism,-1000.0,1000.0
r_0287,,h[c] + ps_cho[c] <=> co2[c] + pe_hs[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0288,,arg__L[c] + h2o[c] --> orn[c] + urea[c],Arginine and proline metabolism,0.0,1000.0
r_0289,,btcoa[c] + fad[c] <=> b2coa[c] + fadh2[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0290,,dcyt[c] + h2o[c] --> duri[c] + nh3[c],Pyrimidine Metabolism,0.0,1000.0
r_0291,,atp[c] + h2o[c] + pyr[c] --> amp[c] + h[c] + pep[c] + pi[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0292,,dmpp[c] + ipdp[c] --> grdp[c] + ppi[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0293,,cgly[c] + h2o[c] --> cys__L[c] + gly[c],Glutathione Metabolism,0.0,1000.0
r_0294,,adn[c] + h[c] + pi[c] <=> ade[c] + r1p[c],Purine Metabolism,-1000.0,1000.0
r_0295,,3hoctACP[c] --> h2o[c] + toct2eACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0296,,atp[c] + udp[c] <=> adp[c] + utp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0297,,hom__L[c] + nadp[c] <=> aspsa[c] + h[c] + nadph[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0298,,atp[c] + dgmp[c] <=> adp[c] + dgdp[c],Purine Metabolism,-1000.0,1000.0
r_0299,,atp[c] + h2o[c] + homocitrate[e] <=> adp[c] + h[c] + homocitrate[c] + pi[c],Transport,-1000.0,1000.0
r_0300,,h[c] + orot5p[c] --> co2[c] + ump[c],Pyrimidine Metabolism,0.0,1000.0
r_0301,,air[c] + amet[c] + h2o[c] --> 4ahmmp[c] + co[c] + dad_5[c] + for[c] + 4.0 h[c] + met__L[c] + pi[c],Thiamine Metabolism,0.0,1000.0
r_0302,,ser__L[c] + thf[c] --> gly[c] + h2o[c] + mlthf[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0303,,fadh2[c] + q[c] <=> fad[c] + qh2[c],Oxidative Phosphorylation,-1000.0,1000.0
r_0304,,atp[c] + h2o[c] + mobd[e] --> adp[c] + h[c] + mobd[c] + pi[c],Transport,0.0,1000.0
r_0305,,atp[c] + fe2[e] + h2o[c] --> adp[c] + fe2[c] + h[c] + pi[c],Transport,0.0,1000.0
r_0306,,atp[c] + h2o[c] + pi[e] --> adp[c] + h[c] + 2.0 pi[c],Transport,0.0,1000.0
r_0307,,damp[c] + datp[c] <=> 2.0 dadp[c],Purine Metabolism,-1000.0,1000.0
r_0308,,1.5 o2[c] + pppg9[c] --> 3.0 h2o[c] + ppp9[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0309,,ala__L[c] + gthrd[c] --> cgly[c] + gluala[c],Glutathione Metabolism,0.0,1000.0
r_0310,,frdp[c] + h2o[c] + pheme[c] --> hemeO[c] + ppi[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0311,,dxyl5p[c] + nad[c] + phthr[c] --> co2[c] + 2.0 h2o[c] + 2.0 h[c] + nadh[c] + pdx5p[c] + pi[c],Vitamin B6 Metabolism,0.0,1000.0
r_0312,,actACP[c] + h[c] + nadph[c] <=> 3hbutACP[c] + nadp[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0313,,2ahbut[c] + h[c] + nadph[c] <=> 23dhmp[c] + nadp[c],"Valine, Leucine and Isoleucine Biosynthesis",-1000.0,1000.0
r_0314,,atp[c] + h2o[c] + thm[e] --> adp[c] + h[c] + pi[c] + thm[c],Transport,0.0,1000.0
r_0315,,h2o[c] + palmACP[c] <=> ACP[c] + h[c] + hdca[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0316,,alaala[c] + atp[c] + ugmd[c] --> adp[c] + h[c] + pi[c] + ugmda[c],Lysine Biosynthesis,0.0,1000.0
r_0317,,atp[c] + h[c] + lys__L[c] + trnalys[c] --> amp[c] + lystrna[c] + ppi[c],Lysine Biosynthesis,0.0,1000.0
r_0318,,h[c] + nadph[c] + tpalm2eACP[c] --> nadp[c] + palmACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0319,,atp[c] + h2o[c] + so4[e] --> adp[c] + h[c] + pi[c] + so4[c],Transport,0.0,1000.0
r_0320,,h2o[c] + progly[c] --> gly[c] + pro__L[c],Arginine and Proline Metabolism,0.0,1000.0
r_0321,,2.0 h[e] + nadh[c] + nadp[c] --> 2.0 h[c] + nad[c] + nadph[c],Transport,0.0,1000.0
r_0322,,h[c] + nadh[c] + tpalm2eACP[c] --> nad[c] + palmACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0323,,adp[c] + 2.0 h[e] + pi[c] --> atp[c] + h2o[c] + h[c],Oxidative Phosphorylation,0.0,1000.0
r_0324,,3hbutACP[c] <=> but2eACP[c] + h2o[c],Fatty Acid Biosynthesis,-1000.0,1000.0
r_0325,,succ[e] <-- ,Exchange,-1.38,0.0
r_0326,,homocitrate[e] <=> ,Exchange,-1000.0,1000.0
r_0327,,fe2[e] <=> ,Exchange,-1000.0,1000.0
r_0328,,n2[e] <=> ,Exchange,-1000.0,1000.0
r_0329,,co2[e] <=> ,Exchange,-1000.0,1000.0
r_0330,,pi[e] <=> ,Exchange,-1000.0,1000.0
r_0331,,ala__L[e] --> ,Exchange,0.0,1000.0
r_0332,,nh3[e] --> ,Exchange,0.0,1000.0
r_0333,,so4[e] <=> ,Exchange,-1000.0,1000.0
r_0334,,o2[e] <=> ,Exchange,-1.26,1000.0
r_0335,,h2o[e] <=> ,Exchange,-1000.0,1000.0
r_0336,,h[e] <=> ,Exchange,-1000.0,1000.0
r_0337,,glu__L[e] <=> ,Exchange,-2.0,1000.0
r_0338,,inost[e] <=> ,Exchange,-0.01,1000.0
r_0339,,asp__L[e] --> ,Exchange,0.0,1000.0
r_0340,,mal__L[e] <=> ,Exchange,-1.44,1000.0
r_0341,,mg2[e] <=> ,Exchange,-1000.0,1000.0
r_0342,,cbl1[e] <=> ,Exchange,-1000.0,1000.0
r_0343,,mobd[e] <=> ,Exchange,-1000.0,1000.0
r_0344,,thm[e] <=> ,Exchange,-1000.0,1000.0
r_0345,,h2o[c] + ncam[c] --> h[c] + nac[c] + nh3[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0346,,atp[c] + h[c] + trnatrp[c] + trp__L[c] --> amp[c] + ppi[c] + trptrna[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0347,,h2o[c] + sl26da[c] --> 26dap_LL[c] + succ[c],Lysine Biosynthesis,0.0,1000.0
r_0348,,adocbip[c] + gtp[c] + h[c] --> agdpcbi[c] + ppi[c],Porphyrin Metabolism,0.0,1000.0
r_0349,,athr__L[c] <=> acald[c] + gly[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0350,,dccoa[c] + fad[c] <=> dc2coa[c] + fadh2[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0351,,atp[c] + ribflv[c] --> adp[c] + fmn[c],Riboflavin Metabolism,0.0,1000.0
r_0352,,4c2me[c] + atp[c] --> 2p4c2me[c] + adp[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0353,,4.0 h[c] + uppg3[c] --> 4.0 co2[c] + cpppg3[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0354,,acser[c] + h2s[c] --> ac[c] + cys__L[c] + h[c],Sulfur Metabolism,0.0,1000.0
r_0355,,gua[c] + prpp[c] <=> gmp[c] + ppi[c],Purine Metabolism,-1000.0,1000.0
r_0356,,cpppg3[c] + 2.0 h[c] + o2[c] --> 2.0 co2[c] + 2.0 h2o[c] + pppg9[c],Porphyrin and Chlorophyll Metabolism,0.0,1000.0
r_0357,,h[c] + nadph[c] + thex2eACP[c] --> hexACP[c] + nadp[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0358,,h2o[c] + ump[c] --> h[c] + pi[c] + uri[c],Pyrimidine Metabolism,0.0,1000.0
r_0359,,cmp[c] + h2o[c] --> cytd[c] + h[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0
r_0360,,h[c] + nadph[c] + tdec2eACP[c] --> dcaACP[c] + nadp[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0361,,accoa[c] + hxcoa[c] <=> 3oocoa[c] + coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0362,,atp[c] + gly[c] + h[c] + trnagly[c] --> amp[c] + glytrna[c] + ppi[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0
r_0363,,nad[c] + nadph[c] --> nadh[c] + nadp[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0364,,cala[c] + h2o[c] + h[c] <=> ala_B[c] + co2[c] + nh3[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0365,,56dura[c] + nad[c] <=> h[c] + nadh[c] + ura[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0366,,5mthf[c] + hcys__L[c] --> met__L[c] + thf[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0367,,gdptp[c] + h2o[c] <=> h[c] + pi[c] + ppgpp[c],Purine Metabolism,-1000.0,1000.0
r_0368,,agdpcbi[c] + rdmbzi[c] --> adocbl[c] + gmp[c],Porphyrin Metabolism,0.0,1000.0
r_0369,,dtmp[c] + h2o[c] --> h[c] + pi[c] + thymd[c],Pyrimidine Metabolism,0.0,1000.0
r_0370,,3hhcoa[c] <=> h2o[c] + hx2coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0371,,26dap__M[c] + atp[c] + uamag[c] --> adp[c] + h[c] + pi[c] + ugmd[c],Lysine Biosynthesis,0.0,1000.0
r_0372,,2p4c2me[c] --> 2mecdp[c] + cmp[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0373,,dcmp[c] + h2o[c] --> dcyt[c] + h[c] + pi[c],Pyrimidine Metabolism,0.0,1000.0
r_0374,,2mahmp[c] + 4mpetz[c] + h[c] --> ppi[c] + thmmp[c],Thiamine Metabolism,0.0,1000.0
r_0375,,f6p[c] + gln__L[c] --> gam6p[c] + glu__L[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0376,,2ddg6p[c] --> g3p[c] + pyr[c],Pentose Phosphate Pathway,0.0,1000.0
r_0377,,atp[c] + h[c] + his__L[c] + trnahis[c] --> amp[c] + histrna[c] + ppi[c],Histidine Metabolism,0.0,1000.0
r_0378,,atp[c] + ser__L[c] + trnaser[c] --> amp[c] + ppi[c] + sertrna[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0
r_0379,,asp__D[c] <=> asp__L[c],"Alanine, Aspartate and Glutamate metabolism",-1000.0,1000.0
r_0380,,achms[c] + h2s[c] <=> ac[c] + h[c] + hcys__L[c],Sulfur Metabolism,-1000.0,1000.0
r_0381,,4.0 h[c] + 3.0 nadph[c] + so3[c] --> 3.0 h2o[c] + h2s[c] + 3.0 nadp[c],Sulfur Metabolism,0.0,1000.0
r_0382,,atp[c] + met__L[c] + trnamet[c] --> amp[c] + mettrna[c] + ppi[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0383,,h2o[c] + xmp[c] --> h[c] + pi[c] + xtsn[c],Purine Metabolism,0.0,1000.0
r_0384,,accoa[c] + dccoa[c] <=> 3oddcoa[c] + coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0385,,fad[c] + pmtcoa[c] --> fadh2[c] + hdd2coa[c],Fatty Acid Metabolism,0.0,1000.0
r_0386,,atp[c] + cmp[c] <=> adp[c] + cdp[c],Pyrimidine Metabolism,-1000.0,1000.0
r_0387,,fad[c] + hxcoa[c] <=> fadh2[c] + hx2coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0388,,ahcys[c] + h2o[c] --> ade[c] + rhcys[c],Cysteine and Methionine Metabolism,0.0,1000.0
r_0389,,atp[c] + fmn[c] --> fad[c] + ppi[c],Riboflavin Metabolism,0.0,1000.0
r_0390,,h2o[c] + pser__L[c] --> h[c] + pi[c] + ser__L[c],"Glycine, Serine, and Threonine Metabolism",0.0,1000.0
r_0391,,dadp[c] + pep[c] <=> datp[c] + pyr[c],Purine Metabolism,-1000.0,1000.0
r_0392,,atp[c] + hco3[c] + pyr[c] --> adp[c] + h[c] + oaa[c] + pi[c],Glycolysis / Gluconeogenesis,0.0,1000.0
r_0393,,ddcacoa[c] + fad[c] + h[c] <=> dd2coa[c] + fadh2[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0394,,ser__L[c] <=> h[c] + nh3[c] + pyr[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0395,,h2o[c] + nicrnt[c] --> h[c] + nicrns[c] + pi[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0396,,ala__L[c] + atp[c] + h[c] + trnaala[c] --> alatrna[c] + amp[c] + ppi[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0
r_0397,,ctp[c] + h2o[c] --> nh3[c] + utp[c],Pyrimidine Metabolism,0.0,1000.0
r_0398,,atp[c] + h[c] + phe__L[c] + trnaphe[c] --> amp[c] + phetrna[c] + ppi[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0399,,accoa[c] + gly[c] <=> 2aobut[c] + coa[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0400,,accoa[c] + occoa[c] <=> 3odcoa[c] + coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0401,,atp[c] + h[c] + so4[c] <=> aps[c] + ppi[c],Sulfur Metabolism,-1000.0,1000.0
r_0402,,h2o[c] + nmn[c] --> h[c] + pi[c] + rnam[c],Nicotinate and Nicotinamide,0.0,1000.0
r_0403,,pep[c] + skm5p[c] <=> 3psme[c] + h[c] + pi[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,-1000.0,1000.0
r_0404,,chor[c] + gln__L[c] --> anth[c] + glu__L[c] + h[c] + pyr[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0405,,but2eACP[c] + h[c] + nadph[c] --> butACP[c] + nadp[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0406,,2pg[c] <=> 3pg[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0407,,atp[c] + h[c] + trnatyr[c] + tyr__L[c] --> amp[c] + ppi[c] + tyrtrna[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0408,,4ahmmp[c] + atp[c] --> 4ampm[c] + adp[c],Thiamine Metabolism,0.0,1000.0
r_0409,,atp[c] + dhpt[c] + glu__L[c] --> adp[c] + dhf[c] + h[c] + pi[c],Folate Biosynthesis,0.0,1000.0
r_0410,,h2o[c] + imp[c] <=> fprica[c],Purine Metabolism,-1000.0,1000.0
r_0411,,fum[c] + h2o[c] <=> mal__L[c],TCA Cycle,-1000.0,1000.0
r_0412,,h[c] + nadph[c] + toct2eACP[c] --> nadp[c] + ocACP[c],Fatty Acid Biosynthesis,0.0,1000.0
r_0413,,atp[c] + cys__L[c] + h[c] + trnacys[c] --> amp[c] + cystrna[c] + ppi[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0
r_0414,,gthox[c] + h[c] + nadph[c] <=> 2.0 gthrd[c] + nadp[c],Glutathione Metabolism,-1000.0,1000.0
r_0415,,10fthf[c] + aicar[c] --> fprica[c] + thf[c],Purine Metabolism,0.0,1000.0
r_0416,,atp[c] + ptcys[c] <=> 4ppcys[c] + adp[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0417,,gmp[c] + h2o[c] --> gsn[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0
r_0418,,2.0 h2o2[c] --> 2.0 h2o[c] + o2[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0419,,glu5p[c] + nadph[c] --> glu5sa[c] + nadp[c] + pi[c],Arginine and Proline Metabolism,0.0,1000.0
r_0420,,2pg[c] <=> h2o[c] + pep[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0421,,2cpr5p[c] + h[c] --> 3ig3p[c] + co2[c] + h2o[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0422,,2me4p[c] + ctp[c] --> 4c2me[c] + ppi[c],Terpenoid Backbone Biosynthesis,0.0,1000.0
r_0423,,atp[c] + ptth[c] <=> adp[c] + pan4p[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0424,,atp[c] + gtp[c] --> amp[c] + gdptp[c],Purine Metabolism,0.0,1000.0
r_0425,,atp[c] + fgam[c] + gln__L[c] + h2o[c] --> adp[c] + fpram[c] + glu__L[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0
r_0426,,dscl[c] + nad[c] --> h[c] + nadh[c] + scl[c],Porphyrin Metabolism,0.0,1000.0
r_0427,,3php[c] + glu__L[c] <=> akg[c] + pser__L[c],"Glycine, Serine, and Threonine Metabolism",-1000.0,1000.0
r_0428,,atp[c] + thr__L[c] + trnathr[c] --> amp[c] + ppi[c] + thrtrna[c],Aminoacyl-tRNA biosynthesis,0.0,1000.0
r_0429,,h2o[c] + imp[c] --> h[c] + ins[c] + pi[c],Purine Metabolism,0.0,1000.0
r_0430,,fad[c] + tdcoa[c] <=> fadh2[c] + td2coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0431,,10fthf[c] + mettrna[c] --> fmettrna[c] + h[c] + thf[c],One carbon pool by folate,0.0,1000.0
r_0432,,atp[c] + glu__L[c] + h[c] + trnaglu[c] --> amp[c] + glutrna[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0433,,5apru[c] + h[c] + nadph[c] <=> 5aprbu[c] + nadp[c],Riboflavin Metabolism,-1000.0,1000.0
r_0434,,atp[c] + h[c] + ile__L[c] + trnaile[c] --> amp[c] + iletrna[c] + ppi[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0435,,dgmp[c] + h2o[c] --> dgsn[c] + h[c] + pi[c],Purine Metabolism,0.0,1000.0
r_0436,,Largn[c] + h[c] --> co2[c] + h2o[c] + phe__L[c],Phenylalanine Tyrosine Tryptophan Biosynthesis,0.0,1000.0
r_0437,,asp__L[c] + atp[c] + h[c] + trnaasp[c] --> amp[c] + asptrna[c] + ppi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0438,,accoa[c] + ddcacoa[c] + h[c] <=> 3otdcoa[c] + coa[c],Fatty Acid Metabolism,-1000.0,1000.0
r_0439,,g1p[c] <=> g6p[c],Glycolysis / Gluconeogenesis,-1000.0,1000.0
r_0440,,asp__L[c] + cbp[c] --> cbasp[c] + 2.0 h[c] + pi[c],"Alanine, Aspartate and Glutamate metabolism",0.0,1000.0
r_0441,,atp[c] + h[c] + trnaval[c] + val__L[c] --> amp[c] + ppi[c] + valtrna[c],"Valine, Leucine and Isoleucine Biosynthesis",0.0,1000.0
r_0442,,4ppcys[c] + h[c] <=> co2[c] + pan4p[c],Pantothenate and CoA Biosynthesis,-1000.0,1000.0
r_0443,,glu__L[c] + ohpb[c] <=> akg[c] + phthr[c],Vitamin B6 Metabolism,-1000.0,1000.0
